playerName,sport,position,realrating,,,,,Sport,Position,Symbol
Darren Grainger,CFB,cfbo,43.9,,,,,,,
J.J. McCarthy,CFB,cfbo,43.9,,,,,,,
Jonah Coleman,CFB,cfbo,43.7,,,,,,,
Bert Auburn,CFB,cfbo,43.5,,,,,,,
Travis Hunter,CFB,cfbo,43.5,,,,,,,
Daijun Edwards,CFB,cfbo,43.4,,,,,,,
Ja'Lynn Polk,CFB,cfbo,43.1,,,,,,,
Jamal Haynes,CFB,cfbo,42.9,,,,,,,
Michael Pratt,CFB,cfbo,42.9,,,,,,,
Malachi Corley,CFB,cfbo,42.9,,,,,,,
MarShawn Lloyd,CFB,cfbo,42.8,,,,,,,
Quali Conley,CFB,cfbo,42.7,,,,,,,
Drew Allar,CFB,cfbo,42.7,,,,,,,
Jaylen Wright,CFB,cfbo,42.7,,,,,,,
DJ Uiagalelei,CFB,cfbo,42.7,,,,,,,
Joshua Cephus,CFB,cfbo,42.6,,,,,,,
Tez Johnson,CFB,cfbo,42.6,,,,,,,
Xavier Worthy,CFB,cfbo,42.6,,,,,,,
Rashad Amos,CFB,cfbo,42.5,,,,,,,
Sam Hartman,CFB,cfbo,42.2,,,,,,,
Jack Plummer,CFB,cfbo,41.9,,,,,,,
Kris Mitchell,CFB,cfbo,41.6,,,,,,,
Phil Mafah,CFB,cfbo,41.5,,,,,,,
Ayo Adeyi,CFB,cfbo,41.5,,,,,,,
Frank Harris,CFB,cfbo,41.4,,,,,,,
Corey Kiner,CFB,cfbo,41.3,,,,,,,
Kelly Akharaiyi,CFB,cfbo,41.1,,,,,,,
Matthew Shipley,CFB,cfbo,41.1,,,,,,,
Marion Lukes,CFB,cfbo,41,,,,,,,
Will Shipley,CFB,cfbo,40.9,,,,,,,
Montrell Johnson Jr.,CFB,cfbo,40.8,,,,,,,
Ricky Pearsall,CFB,cfbo,40.8,,,,,,,
Chevan Cordeiro,CFB,cfbo,40.8,,,,,,,
Nicholas Vattiato,CFB,cfbo,40.7,,,,,,,
Jalen White,CFB,cfbo,40.7,,,,,,,
Rocco Becht,CFB,cfbo,40.7,,,,,,,
Sieh Bangura,CFB,cfbo,40.4,,,,,,,
Jalen Buckley,CFB,cfbo,40.4,,,,,,,
Steven McBride,CFB,cfbo,40.3,,,,,,,
Tommy Castellanos,CFB,cfbo,40.2,,,,,,,
Brayden Fowler-Nicolosi,CFB,cfbo,40.1,,,,,,,
Sean Atkins,CFB,cfbo,40,,,,,,,
Andrew Peasley,CFB,cfbo,39.9,,,,,,,
Drake Stoops,CFB,cfbo,39.8,,,,,,,
Jordan Waters,CFB,cfbo,39.7,,,,,,,
Trevor Etienne,CFB,cfbo,39.6,,,,,,,
Kyron Drones,CFB,cfbo,39.4,,,,,,,
Noah Fifita,CFB,cfbo,39.4,,,,,,,
Will Reichard,CFB,cfbo,39.4,,,,,,,
Jacolby George,CFB,cfbo,39.2,,,,,,,
Lorenzo Lingard,CFB,cfbo,39.2,,,,,,,
Carson Steele,CFB,cfbo,39.1,,,,,,,
Jordan James,CFB,cfbo,39.1,,,,,,,
Tyrone Tracy Jr.,CFB,cfbo,39,,,,,,,
Jarquez Hunter,CFB,cfbo,39,,,,,,,
Xavier Restrepo,CFB,cfbo,39,,,,,,,
KJ Jefferson,CFB,cfbo,39,,,,,,,
Graham Nicholson,CFB,cfbo,39,,,,,,,
Nick Singleton,CFB,cfbo,39,,,,,,,
Cade Klubnik,CFB,cfbo,38.8,,,,,,,
Malik Jackson,CFB,cfbo,38.6,,,,,,,
Javon Baker,CFB,cfbo,38.5,,,,,,,
CJ Donaldson Jr,CFB,cfbo,38.4,,,,,,,
Peyton Woodring,CFB,cfbo,38.4,,,,,,,
Josh Kelly,CFB,cfbo,38.3,,,,,,,
Sione Vaki,CFB,cfbo,38.2,,,,,,,
Kaedin Robinson,CFB,cfbo,38.2,,,,,,,
Tahj Washington,CFB,cfbo,38.1,,,,,,,
Jared Brown,CFB,cfbo,38,,,,,,,
Davis Brin,CFB,cfbo,38,,,,,,,
Kaytron Allen,CFB,cfbo,37.9,,,,,,,
Roman Hemby,CFB,cfbo,37.8,,,,,,,
Sam Pinckney,CFB,cfbo,37.8,,,,,,,
Ja'Quez Cross,CFB,cfbo,37.7,,,,,,,
Noah Smith,CFB,cfbo,37.7,,,,,,,
Tre Harris,CFB,cfbo,37.7,,,,,,,
Isaac Guerendo,CFB,cfbo,37.6,,,,,,,
Jayden Maiava,CFB,cfbo,37.6,,,,,,,
Brian Holloway,CFB,cfbd,37.5,,,,,,,
Jase McClellan,CFB,cfbo,37.5,,,,,,,
Jaylen Raynor,CFB,cfbo,37.4,,,,,,,
Joey Hobert,CFB,cfbo,37.3,,,,,,,
Adonai Mitchell,CFB,cfbo,37.2,,,,,,,
Nate Noel,CFB,cfbo,37.1,,,,,,,
Nathaniel Watson,CFB,cfbd,37,,,,,,,
Elic Ayomanor,CFB,cfbo,36.9,,,,,,,
Jahiem White,CFB,cfbo,36.7,,,,,,,
Brennan Presley,CFB,cfbo,36.7,,,,,,,
Brenden Rice,CFB,cfbo,36.6,,,,,,,
Devin Mockobee,CFB,cfbo,36.6,,,,,,,
Roc Taylor,CFB,cfbo,36.6,,,,,,,
Jonah Dalmas,CFB,cfbo,36.5,,,,,,,
Ryan Fitzgerald,CFB,cfbo,36.4,,,,,,,
Chris Lewis,CFB,cfbo,36.4,,,,,,,
Harrison Waylee,CFB,cfbo,36.2,,,,,,,
Harrison Mevis,CFB,cfbo,36.1,,,,,,,
Nikola Jokic,NBA,nba,423.3,,,,,,,
Luka Doncic,NBA,nba,410.9,,,,,,,
Giannis Antetokounmpo,NBA,nba,395.7,,,,,,,
Shai Gilgeous-Alexander,NBA,nba,369.3,,,,,,,
Domantas Sabonis,NBA,nba,366.5,,,,,,,
Anthony Davis,NBA,nba,345.2,,,,,,,
Jalen Brunson,NBA,nba,337.1,,,,,,,
Jayson Tatum,NBA,nba,322.2,,,,,,,
LeBron James,NBA,nba,319.1,,,,,,,
De'Aaron Fox,NBA,nba,316,,,,,,,
Kevin Durant,NBA,nba,313.9,,,,,,,
Anthony Edwards,NBA,nba,309.8,,,,,,,
Tyrese Haliburton,NBA,nba,304.8,,,,,,,
Devin Booker,NBA,nba,303.8,,,,,,,
Dejounte Murray,NBA,nba,297.4,,,,,,,
Stephen Curry,NBA,nba,294.2,,,,,,,
DeMar DeRozan,NBA,nba,292.6,,,,,,,
Tyrese Maxey,NBA,nba,284.5,,,,,,,
Damian Lillard,NBA,nba,283.9,,,,,,,
Pascal Siakam,NBA,nba,279.1,,,,,,,
Paolo Banchero,NBA,nba,277,,,,,,,
Victor Wembanyama,NBA,nba,273.1,,,,,,,
Kawhi Leonard,NBA,nba,267.8,,,,,,,
Zion Williamson,NBA,nba,262.2,,,,,,,
Fred VanVleet,NBA,nba,261.7,,,,,,,
Paul George,NBA,nba,257.3,,,,,,,
Chet Holmgren,NBA,nba,256,,,,,,,
Jaylen Brown,NBA,nba,253.2,,,,,,,
Nikola Vucevic,NBA,nba,251.9,,,,,,,
James Harden,NBA,nba,251.5,,,,,,,
Jarrett Allen,NBA,nba,248.3,,,,,,,
Bam Adebayo,NBA,nba,248.1,,,,,,,
D'Angelo Russell,NBA,nba,243.8,,,,,,,
Rudy Gobert,NBA,nba,241.4,,,,,,,
Coby White,NBA,nba,240,,,,,,,
Donovan Mitchell,NBA,nba,239.5,,,,,,,
Kyrie Irving,NBA,nba,237.6,,,,,,,
Mikal Bridges,NBA,nba,237.2,,,,,,,
Alperen Sengun,NBA,nba,233.6,,,,,,,
Jalen Green,NBA,nba,231,,,,,,,
Trae Young,NBA,nba,229.4,,,,,,,
Jalen Williams,NBA,nba,228,,,,,,,
Scottie Barnes,NBA,nba,227.2,,,,,,,
Austin Reaves,NBA,nba,226.5,,,,,,,
Kyle Kuzma,NBA,nba,225.1,,,,,,,
Derrick White,NBA,nba,224.7,,,,,,,
CJ McCollum,NBA,nba,221.4,,,,,,,
Michael Porter Jr.,NBA,nba,219.1,,,,,,,
Jamal Murray,NBA,nba,219.1,,,,,,,
Brandon Ingram,NBA,nba,218.8,,,,,,,
Miles Bridges,NBA,nba,218.1,,,,,,,
Collin Sexton,NBA,nba,217.6,,,,,,,
Myles Turner,NBA,nba,217.3,,,,,,,
Cade Cunningham,NBA,nba,217.2,,,,,,,
Franz Wagner,NBA,nba,217,,,,,,,
Joel Embiid,NBA,nba,215.6,,,,,,,
Jaren Jackson Jr.,NBA,nba,214.4,,,,,,,
Jimmy Butler III,NBA,nba,213.2,,,,,,,
Karl-Anthony Towns,NBA,nba,212.1,,,,,,,
Donte DiVincenzo,NBA,nba,210.2,,,,,,,
Bogdan Bogdanovic,NBA,nba,209.4,,,,,,,
Keegan Murray,NBA,nba,206.3,,,,,,,
Jusuf Nurkic,NBA,nba,206.2,,,,,,,
Dennis Schroder,NBA,nba,206.1,,,,,,,
Tobias Harris,NBA,nba,203.9,,,,,,,
Devin Vassell,NBA,nba,202.9,,,,,,,
Klay Thompson,NBA,nba,202.5,,,,,,,
Jordan Poole,NBA,nba,201.4,,,,,,,
Bobby Portis,NBA,nba,199.7,,,,,,,
Terry Rozier,NBA,nba,199.5,,,,,,,
Josh Giddey,NBA,nba,196.3,,,,,,,
Cam Thomas,NBA,nba,193.9,,,,,,,
Malik Monk,NBA,nba,193.7,,,,,,,
Kristaps Porzingis,NBA,nba,192.6,,,,,,,
Aaron Gordon,NBA,nba,192.5,,,,,,,
Jonas Valanciunas,NBA,nba,192.5,,,,,,,
Brook Lopez,NBA,nba,191.7,,,,,,,
Lauri Markkanen,NBA,nba,191.5,,,,,,,
Nicolas Claxton,NBA,nba,191.4,,,,,,,
Clint Capela,NBA,nba,189.5,,,,,,,
Mike Conley,NBA,nba,189,,,,,,,
Josh Hart,NBA,nba,188.5,,,,,,,
Daniel Gafford,NBA,nba,187.5,,,,,,,
Immanuel Quickley,NBA,nba,186.2,,,,,,,
Deni Avdija,NBA,nba,185.5,,,,,,,
Tyus Jones,NBA,nba,184.5,,,,,,,
Jabari Smith Jr.,NBA,nba,184.4,,,,,,,
Grayson Allen,NBA,nba,183.3,,,,,,,
Brandon Miller,NBA,nba,181.9,,,,,,,
Jonathan Kuminga,NBA,nba,181.5,,,,,,,
Jrue Holiday,NBA,nba,180.6,,,,,,,
Naz Reid,NBA,nba,180.2,,,,,,,
Caris LeVert,NBA,nba,179.6,,,,,,,
Tre Jones,NBA,nba,178.5,,,,,,,
Buddy Hield,NBA,nba,177.7,,,,,,,
Jaden Ivey,NBA,nba,174.8,,,,,,,
Keldon Johnson,NBA,nba,171,,,,,,,
Jalen Johnson,NBA,nba,168.7,,,,,,,
John Collins,NBA,nba,167.8,,,,,,,
Julius Randle,NBA,nba,167.5,,,,,,,
Isaiah Hartenstein,NBA,nba,166.9,,,,,,,
Bradley Beal,NBA,nba,166.5,,,,,,,
RJ Barrett,NBA,nba,166.3,,,,,,,
Max Strus,NBA,nba,165.7,,,,,,,
Jeremy Sochan,NBA,nba,165.6,,,,,,,
Darius Garland,NBA,nba,165.1,,,,,,,
Tim Hardaway Jr.,NBA,nba,164.8,,,,,,,
Ivica Zubac,NBA,nba,164.3,,,,,,,
P.J. Washington,NBA,nba,163.4,,,,,,,
Jalen Duren,NBA,nba,163.2,,,,,,,
Payton Pritchard,NBA,nba,162.5,,,,,,,
Deandre Ayton,NBA,nba,162.3,,,,,,,
Herbert Jones,NBA,nba,161.6,,,,,,,
Kelly Oubre Jr.,NBA,nba,159.7,,,,,,,
Ayo Dosunmu,NBA,nba,159.5,,,,,,,
Jalen Suggs,NBA,nba,159.3,,,,,,,
Cole Anthony,NBA,nba,158.5,,,,,,,
Kelly Olynyk,NBA,nba,158,,,,,,,
Spencer Dinwiddie,NBA,nba,156.1,,,,,,,
Brandin Podziemski,NBA,nba,156.1,,,,,,,
T.J. McConnell,NBA,nba,155.6,,,,,,,
Evan Mobley,NBA,nba,153.5,,,,,,,
Corey Kispert,NBA,nba,153.2,,,,,,,
Harrison Barnes,NBA,nba,152.7,,,,,,,
Andrew Wiggins,NBA,nba,151.9,,,,,,,
Jaime Jaquez Jr.,NBA,nba,150.4,,,,,,,
Alex Caruso,NBA,nba,150.4,,,,,,,
Desmond Bane,NBA,nba,150,,,,,,,
Jerami Grant,NBA,nba,149.6,,,,,,,
Obi Toppin,NBA,nba,148.9,,,,,,,
Aaron Nesmith,NBA,nba,147.7,,,,,,,
Trey Murphy III,NBA,nba,147.1,,,,,,,
Khris Middleton,NBA,nba,146.5,,,,,,,
Anfernee Simons,NBA,nba,146.1,,,,,,,
Russell Westbrook,NBA,nba,146,,,,,,,
Andre Drummond,NBA,nba,145.6,,,,,,,
Malik Beasley,NBA,nba,144.9,,,,,,,
Reggie Jackson,NBA,nba,144.7,,,,,,,
Saddiq Bey,NBA,nba,143.8,,,,,,,
Gary Trent Jr.,NBA,nba,143.6,,,,,,,
Luguentz Dort,NBA,nba,143.5,,,,,,,
Rui Hachimura,NBA,nba,143.4,,,,,,,
Norman Powell,NBA,nba,142.6,,,,,,,
Chris Paul,NBA,nba,142.5,,,,,,,
Jordan Clarkson,NBA,nba,142.4,,,,,,,
Keyonte George,NBA,nba,141.4,,,,,,,
Paul Reed,NBA,nba,140.1,,,,,,,
Duncan Robinson,NBA,nba,139.4,,,,,,,
Kentavious Caldwell-Pope,NBA,nba,139.1,,,,,,,
Grant Williams,NBA,nba,139,,,,,,,
Moritz Wagner,NBA,nba,138.6,,,,,,,
Kyle Anderson,NBA,nba,136.1,,,,,,,
Al Horford,NBA,nba,136,,,,,,,
Royce O'Neale,NBA,nba,135.4,,,,,,,
Draymond Green,NBA,nba,134.7,,,,,,,
Dillon Brooks,NBA,nba,133.6,,,,,,,
Zach Collins,NBA,nba,131.2,,,,,,,
Amen Thompson,NBA,nba,130.1,,,,,,,
Nick Richards,NBA,nba,129.3,,,,,,,
Tyler Herro,NBA,nba,129.3,,,,,,,
Walker Kessler,NBA,nba,129,,,,,,,
Cameron Johnson,NBA,nba,128.9,,,,,,,
Scoot Henderson,NBA,nba,127.9,,,,,,,
Bruce Brown,NBA,nba,127.4,,,,,,,
Nickeil Alexander-Walker,NBA,nba,126.7,,,,,,,
Sam Hauser,NBA,nba,126,,,,,,,
Precious Achiuwa,NBA,nba,125.7,,,,,,,
Jakob Poeltl,NBA,nba,124.2,,,,,,,
Bennedict Mathurin,NBA,nba,123.7,,,,,,,
Kevin Huerter,NBA,nba,123.3,,,,,,,
Eric Gordon,NBA,nba,123.1,,,,,,,
Santi Aldama,NBA,nba,122.2,,,,,,,
De'Andre Hunter,NBA,nba,120.8,,,,,,,
Jaden McDaniels,NBA,nba,120.4,,,,,,,
Andrew Nembhard,NBA,nba,120.3,,,,,,,
OG Anunoby,NBA,nba,119.7,,,,,,,
Trayce Jackson-Davis,NBA,nba,119,,,,,,,
Georges Niang,NBA,nba,118.7,,,,,,,
Ausar Thompson,NBA,nba,118.6,,,,,,,
Onyeka Okongwu,NBA,nba,117,,,,,,,
Terance Mann,NBA,nba,116.7,,,,,,,
Isaac Okoro,NBA,nba,116.6,,,,,,,
Taurean Prince,NBA,nba,115.8,,,,,,,
Jabari Walker,NBA,nba,115.4,,,,,,,
Caleb Martin,NBA,nba,115.3,,,,,,,
Dorian Finney-Smith,NBA,nba,114.8,,,,,,,
Dereck Lively II,NBA,nba,113.4,,,,,,,
Derrick Jones Jr.,NBA,nba,113.1,,,,,,,
Wendell Carter Jr.,NBA,nba,112.4,,,,,,,
Christian Braun,NBA,nba,112.4,,,,,,,
Bojan Bogdanovic,NBA,nba,110.4,,,,,,,
Cason Wallace,NBA,nba,110.4,,,,,,,
Simone Fontecchio,NBA,nba,109.6,,,,,,,
Kyle Lowry,NBA,nba,108.3,,,,,,,
Patrick Beverley,NBA,nba,106.3,,,,,,,
Jalen Smith,NBA,nba,106.2,,,,,,,
Isaiah Joe,NBA,nba,106.1,,,,,,,
Cameron Payne,NBA,nba,105.6,,,,,,,
Peyton Watson,NBA,nba,105.4,,,,,,,
Vince Williams Jr.,NBA,nba,105.1,,,,,,,
Nathan MacKinnon,NHL,nhl,374.2,,,,,,,
Auston Matthews,NHL,nhl,370.6,,,,,,,
Sidney Crosby,NHL,nhl,319.2,,,,,,,
J.T. Miller,NHL,nhl,317.8,,,,,,,
Connor McDavid,NHL,nhl,308.6,,,,,,,
Nikita Kucherov,NHL,nhl,301.4,,,,,,,
Leon Draisaitl,NHL,nhl,292.3,,,,,,,
Vincent Trocheck,NHL,nhl,286.5,,,,,,,
Sam Reinhart,NHL,nhl,273.8,,,,,,,
David Pastrnak,NHL,nhl,272,,,,,,,
Filip Forsberg,NHL,nhl,270.6,,,,,,,
Mikko Rantanen,NHL,nhl,269.5,,,,,,,
Brady Tkachuk,NHL,nhl,266.3,,,,,,,
Artemi Panarin,NHL,nhl,265,,,,,,,
Joel Eriksson Ek,NHL,nhl,258.8,,,,,,,
Elias Pettersson,NHL,nhl,257,,,,,,,
John Tavares,NHL,nhl,248.9,,,,,,,
Sebastian Aho,NHL,nhl,248,,,,,,,
William Nylander,NHL,nhl,245.4,,,,,,,
Robert Thomas,NHL,nhl,245.2,,,,,,,
Kirill Kaprizov,NHL,nhl,244.5,,,,,,,
Bo Horvat,NHL,nhl,243.5,,,,,,,
Aleksander Barkov,NHL,nhl,242.8,,,,,,,
Nick Suzuki,NHL,nhl,237.8,,,,,,,
Brayden Point,NHL,nhl,237.7,,,,,,,
Roman Josi,NHL,nhl,237,,,,,,,
Steven Stamkos,NHL,nhl,236.1,,,,,,,
Nazem Kadri,NHL,nhl,234.6,,,,,,,
Dylan Larkin,NHL,nhl,233.8,,,,,,,
Cale Makar,NHL,nhl,233.7,,,,,,,
Zach Hyman,NHL,nhl,228.7,,,,,,,
Anze Kopitar,NHL,nhl,226.8,,,,,,,
Ryan O'Reilly,NHL,nhl,226.8,,,,,,,
Mika Zibanejad,NHL,nhl,225.1,,,,,,,
Nico Hischier,NHL,nhl,223.3,,,,,,,
Matthew Tkachuk,NHL,nhl,223.2,,,,,,,
Charlie Coyle,NHL,nhl,223.1,,,,,,,
Jack Eichel,NHL,nhl,223.1,,,,,,,
Rasmus Dahlin,NHL,nhl,218.8,,,,,,,
Dylan Strome,NHL,nhl,218.4,,,,,,,
MacKenzie Weegar,NHL,nhl,216.6,,,,,,,
Mark Scheifele,NHL,nhl,212,,,,,,,
Brock Nelson,NHL,nhl,210.3,,,,,,,
Frank Vatrano,NHL,nhl,210,,,,,,,
Chris Kreider,NHL,nhl,207,,,,,,,
Evan Bouchard,NHL,nhl,206.4,,,,,,,
Jonathan Marchessault,NHL,nhl,205.7,,,,,,,
Joe Pavelski,NHL,nhl,203.8,,,,,,,
Noah Dobson,NHL,nhl,203.2,,,,,,,
Jesper Bratt,NHL,nhl,202.7,,,,,,,
Wyatt Johnston,NHL,nhl,201,,,,,,,
Sean Monahan,NHL,nhl,200.5,,,,,,,
Mathew Barzal,NHL,nhl,199.7,,,,,,,
Alex Ovechkin,NHL,nhl,198.7,,,,,,,
Adrian Kempe,NHL,nhl,198.3,,,,,,,
Claude Giroux,NHL,nhl,197.5,,,,,,,
Mitch Marner,NHL,nhl,197.2,,,,,,,
Adam Henrique,NHL,nhl,197.2,,,,,,,
Seth Jarvis,NHL,nhl,197.1,,,,,,,
William Karlsson,NHL,nhl,196.9,,,,,,,
Travis Konecny,NHL,nhl,196.2,,,,,,,
Quinn Hughes,NHL,nhl,196.2,,,,,,,
Jason Robertson,NHL,nhl,195.9,,,,,,,
Evgeni Malkin,NHL,nhl,195.6,,,,,,,
Tage Thompson,NHL,nhl,191.5,,,,,,,
Brock Boeser,NHL,nhl,191.4,,,,,,,
Carter Verhaeghe,NHL,nhl,190.7,,,,,,,
Jamie Benn,NHL,nhl,190.6,,,,,,,
Jake Guentzel,NHL,nhl,190,,,,,,,
Pavel Zacha,NHL,nhl,189.7,,,,,,,
Jack Hughes,NHL,nhl,189.5,,,,,,,
Moritz Seider,NHL,nhl,189.5,,,,,,,
Owen Tippett,NHL,nhl,189.2,,,,,,,
Elias Lindholm,NHL,nhl,188.3,,,,,,,
Mike Matheson,NHL,nhl,188.2,,,,,,,
Cole Caufield,NHL,nhl,188.2,,,,,,,
Brayden Schenn,NHL,nhl,187.7,,,,,,,
Matt Duchenne,NHL,nhl,186.4,,,,,,,
Clayton Keller,NHL,nhl,186,,,,,,,
Nick Bjugstad,NHL,nhl,185.7,,,,,,,
Tim Stutzle,NHL,nhl,185.3,,,,,,,
Brandon Hagel,NHL,nhl,185.1,,,,,,,
Roope Hintz,NHL,nhl,184.5,,,,,,,
Matt Boldy,NHL,nhl,183.8,,,,,,,
Victor Hedman,NHL,nhl,183.5,,,,,,,
Adam Fox,NHL,nhl,183.4,,,,,,,
Trevor Moore,NHL,nhl,182.8,,,,,,,
John Carlson,NHL,nhl,182,,,,,,,
Mikael Backlund,NHL,nhl,181.9,,,,,,,
Josh Morrissey,NHL,nhl,181.9,,,,,,,
Brad Marchand,NHL,nhl,181.3,,,,,,,
Kevin Fiala,NHL,nhl,180.7,,,,,,,
Drake Batherson,NHL,nhl,180.2,,,,,,,
Boone Jenner,NHL,nhl,180.2,,,,,,,
Alex DeBrincat,NHL,nhl,179.8,,,,,,,
Adam Lowry,NHL,nhl,178.9,,,,,,,
Ryan Nugent-Hopkins,NHL,nhl,178.7,,,,,,,
Jordan Kyrou,NHL,nhl,178,,,,,,,
Phillip Danault,NHL,nhl,177.3,,,,,,,
Nick Paul,NHL,nhl,177.2,,,,,,,
Jason Dickinson,NHL,nhl,176.9,,,,,,,
Lucas Raymond,NHL,nhl,175.3,,,,,,,
Jared McCann,NHL,nhl,175.1,,,,,,,
Alex Tuch,NHL,nhl,175,,,,,,,
Jean-Gabriel Pageau,NHL,nhl,174.5,,,,,,,
Dylan Cozens,NHL,nhl,174.4,,,,,,,
Sam Bennett,NHL,nhl,173.4,,,,,,,
Mikael Granlund,NHL,nhl,173.3,,,,,,,
Blake Coleman,NHL,nhl,172.9,,,,,,,
Evander Kane,NHL,nhl,171.6,,,,,,,
Morgan Rielly,NHL,nhl,171.3,,,,,,,
Charlie McAvoy,NHL,nhl,171.3,,,,,,,
Timo Meier,NHL,nhl,169.3,,,,,,,
Kris Letang,NHL,nhl,168.5,,,,,,,
Yegor Sharangovich,NHL,nhl,167.8,,,,,,,
Scott Laughton,NHL,nhl,167.4,,,,,,,
Colton Sissons,NHL,nhl,167.1,,,,,,,
Anthony Cirelli,NHL,nhl,167,,,,,,,
Pavel Buchnevich,NHL,nhl,166.9,,,,,,,
Connor Bedard,NHL,nhl,166.6,,,,,,,
Ryan Hartman,NHL,nhl,166.6,,,,,,,
Zach Werenski,NHL,nhl,166.3,,,,,,,
Erik Karlsson,NHL,nhl,165.8,,,,,,,
Gustav Nyquist,NHL,nhl,165.5,,,,,,,
Nikolaj Ehlers,NHL,nhl,165.5,,,,,,,
Kyle Palmieri,NHL,nhl,165.3,,,,,,,
Sean Couturier,NHL,nhl,165,,,,,,,
Drew Doughty,NHL,nhl,164.9,,,,,,,
Tyler Toffoli,NHL,nhl,164.1,,,,,,,
Darnell Nurse,NHL,nhl,163.4,,,,,,,
Jakob Chychrun,NHL,nhl,163,,,,,,,
Ross Colton,NHL,nhl,162.8,,,,,,,
Casey Mittelstadt,NHL,nhl,162.5,,,,,,,
Yanni Gourde,NHL,nhl,161.8,,,,,,,
Alexis Lafreniere,NHL,nhl,161.6,,,,,,,
Colton Parayko,NHL,nhl,160.7,,,,,,,
Fabian Zetterlund,NHL,nhl,160.6,,,,,,,
Nick Schmaltz,NHL,nhl,160,,,,,,,
Kyle Connor,NHL,nhl,159.9,,,,,,,
Martin Necas,NHL,nhl,159.5,,,,,,,
Jordan Staal,NHL,nhl,159,,,,,,,
Tyler Seguin,NHL,nhl,158,,,,,,,
J.T. Compher,NHL,nhl,157.6,,,,,,,
Bryan Rust,NHL,nhl,157.1,,,,,,,
Thomas Harley,NHL,nhl,157,,,,,,,
Juraj Slafkovsky,NHL,nhl,156.4,,,,,,,
Oliver Bjorkstrand,NHL,nhl,156.3,,,,,,,
Cole Sillinger,NHL,nhl,155.6,,,,,,,
Chandler Stephenson,NHL,nhl,155.4,,,,,,,
Lawson Crouse,NHL,nhl,154.7,,,,,,,
Noah Hanifin,NHL,nhl,154.7,,,,,,,
Eeli Tolvanen,NHL,nhl,154.6,,,,,,,
Erik Haula,NHL,nhl,154.6,,,,,,,
Travis Sanheim,NHL,nhl,153.5,,,,,,,
Mattias Ekholm,NHL,nhl,153.4,,,,,,,
Alexander Kerfoot,NHL,nhl,153,,,,,,,
Rasmus Andersson,NHL,nhl,152.2,,,,,,,
Tomas Hertl,NHL,nhl,152.2,,,,,,,
Devon Toews,NHL,nhl,151.4,,,,,,,
Brock Faber,NHL,nhl,151.3,,,,,,,
Brady Skjei,NHL,nhl,150.8,,,,,,,
Tom Wilson,NHL,nhl,150.6,,,,,,,
Miro Heiskanen,NHL,nhl,150.4,,,,,,,
Pierre-Luc Dubois,NHL,nhl,150,,,,,,,
Mason McTavish,NHL,nhl,149.3,,,,,,,
Mats Zuccarello,NHL,nhl,147.5,,,,,,,
Matty Beniers,NHL,nhl,146.9,,,,,,,
Vladimir Tarasenko,NHL,nhl,146.8,,,,,,,
Valeri Nichushkin,NHL,nhl,146.8,,,,,,,
Trent Frederic,NHL,nhl,146.3,,,,,,,
Matt Roy,NHL,nhl,145.9,,,,,,,
Joel Farabee,NHL,nhl,145.8,,,,,,,
Anders Lee,NHL,nhl,145.6,,,,,,,
Lars Eller,NHL,nhl,144.9,,,,,,,
Mason Marchment,NHL,nhl,144.7,,,,,,,
Morgan Geekie,NHL,nhl,144.7,,,,,,,
Nick Foligno,NHL,nhl,144.4,,,,,,,
Neal Pionk,NHL,nhl,144.4,,,,,,,
Morgan Frost,NHL,nhl,143.3,,,,,,,
Ivan Barbashev,NHL,nhl,142.9,,,,,,,
Marco Rossi,NHL,nhl,142.8,,,,,,,
Quinton Byfield,NHL,nhl,142.7,,,,,,,
Anton Lundell,NHL,nhl,142.3,,,,,,,
Brayden McNabb,NHL,nhl,142,,,,,,,
Gustav Forsling,NHL,nhl,141.8,,,,,,,
Jacob Trouba,NHL,nhl,141.2,,,,,,,
Conor Garland,NHL,nhl,141,,,,,,,
Ryan Poehling,NHL,nhl,140.9,,,,,,,
Sean Durzi,NHL,nhl,140.7,,,,,,,
Philipp Kurashev,NHL,nhl,140.5,,,,,,,
Andrei Svechnikov,NHL,nhl,140.2,,,,,,,
Jeremy Lauzon,NHL,nhl,139.6,,,,,,,
JJ Peterka,NHL,nhl,139.3,,,,,,,
Jake DeBrusk,NHL,nhl,138.8,,,,,,,
Jake Neighbours,NHL,nhl,138.6,,,,,,,
Jake Sanderson,NHL,nhl,137.9,,,,,,,
Cam York,NHL,nhl,137.1,,,,,,,
Logan Cooley,NHL,nhl,137.1,,,,,,,
Filip Hronek,NHL,nhl,136.8,,,,,,,
Michael Bunting,NHL,nhl,136.6,,,,,,,
RJ Davis,CBB,cbb,150.3,,,,,,,
Johni Broome,CBB,cbb,149.6,,,,,,,
Ryan Kalkbrenner,CBB,cbb,146.9,,,,,,,
Mark Sears,CBB,cbb,143,,,,,,,
Hunter Dickinson,CBB,cbb,142.5,,,,,,,
Braden Smith,CBB,cbb,133,,,,,,,
Wade Taylor IV,CBB,cbb,128.4,,,,,,,
Norchad Omier,CBB,cbb,127.6,,,,,,,
Hunter Sallis,CBB,cbb,126.9,,,,,,,
Caleb Love,CBB,cbb,126.6,,,,,,,
Kam Jones,CBB,cbb,124.5,,,,,,,
Oumar Ballo,CBB,cbb,122.2,,,,,,,
