playerName,sport,position,realrating,,,,,Sport,Position,Symbol
Mike Washington,CFB,cfbo,51.3,,,,,,,
DeSean Bishop,CFB,cfbo,51.1,,,,,,,
Jai'Den Thomas,CFB,cfbo,50.8,,,,,,,
Lucky Sutton,CFB,cfbo,50.7,,,,,,,
Dylan Riley,CFB,cfbo,50.6,,,,,,,
Julian Sayin,CFB,cfbo,50.5,,,,,,,
Arch Manning,CFB,cfbo,50.2,,,,,,,
Kiael Kelly,CFB,cfbo,50.1,,,,,,,
Jonah Coleman,CFB,cfbo,49.9,,,,,,,
Noah Fifita,CFB,cfbo,49.9,,,,,,,
Alonza Barnett III,CFB,cfbo,49.8,,,,,,,
Taylen Green,CFB,cfbo,49.7,,,,,,,
Kendrick Raphael,CFB,cfbo,49.7,,,,,,,
Robert Henry,CFB,cfbo,49.6,,,,,,,
Marcel Reed,CFB,cfbo,49.5,,,,,,,
Anthony Hankerson,CFB,cfbo,49.1,,,,,,,
Josh Hoover,CFB,cfbo,49,,,,,,,
Beau Sparks,CFB,cfbo,48.7,,,,,,,
KC Concepcion,CFB,cfbo,48.6,,,,,,,
Bear Bachmeier,CFB,cfbo,48.6,,,,,,,
Ty Simpson,CFB,cfbo,48.5,,,,,,,
Brendon Lewis,CFB,cfbo,48.3,,,,,,,
Eli Heidenreich,CFB,cfbo,48,,,,,,,
Nate Sheppard,CFB,cfbo,48,,,,,,,
Conner Weigman,CFB,cfbo,47.9,,,,,,,
Kevin Jennings,CFB,cfbo,47.9,,,,,,,
Demond Williams Jr.,CFB,cfbo,47.6,,,,,,,
Bryson Barnes,CFB,cfbo,47.5,,,,,,,
Gunner Stockton,CFB,cfbo,47.5,,,,,,,
Camden Brown,CFB,cfbo,47.1,,,,,,,
Athan Kaliakmanis,CFB,cfbo,46.5,,,,,,,
Luke Altmyer,CFB,cfbo,46.3,,,,,,,
J'Koby Williams,CFB,cfbo,46.3,,,,,,,
Eric McAlister,CFB,cfbo,46.3,,,,,,,
Gabriel Benyard,CFB,cfbo,46.1,,,,,,,
Dante Moore,CFB,cfbo,46,,,,,,,
CJ Bailey,CFB,cfbo,46,,,,,,,
Jadarian Price,CFB,cfbo,45.9,,,,,,,
Avery Johnson,CFB,cfbo,45.9,,,,,,,
Malachi Toney,CFB,cfbo,45.7,,,,,,,
Adam Randall,CFB,cfbo,45.6,,,,,,,
Hollywood Smothers,CFB,cfbo,45.5,,,,,,,
Victor Snow,CFB,cfbo,45.1,,,,,,,
Jacob Clark,CFB,cfbo,45,,,,,,,
OJ Arnold,CFB,cfbo,44.9,,,,,,,
Tommy Castellanos,CFB,cfbo,44.7,,,,,,,
Dominic Richardson,CFB,cfbo,44.7,,,,,,,
Jekail Middlebrook,CFB,cfbo,44.7,,,,,,,
Devon Dampier,CFB,cfbo,44.5,,,,,,,
Jordan Marshall,CFB,cfbo,44.5,,,,,,,
Bo Jackson,CFB,cfbo,44.5,,,,,,,
Cj Carr,CFB,cfbo,44.4,,,,,,,
Carson Beck,CFB,cfbo,44.3,,,,,,,
Dean Connors,CFB,cfbo,44.2,,,,,,,
Joe Jackson,CFB,cfbo,44.1,,,,,,,
Wayshawn Parker,CFB,cfbo,44.1,,,,,,,
Jeremiah Smith,CFB,cfbo,43.8,,,,,,,
Jalon Daniels,CFB,cfbo,43.8,,,,,,,
Jackson Harris,CFB,cfbo,43.7,,,,,,,
Caleb Komolafe,CFB,cfbo,43.4,,,,,,,
Jaylen Raynor,CFB,cfbo,43.3,,,,,,,
Carson Hansen,CFB,cfbo,43.3,,,,,,,
Shomari Lawrence,CFB,cfbo,43.3,,,,,,,
Chris Brazzell II,CFB,cfbo,43.2,,,,,,,
Braylon Braxton,CFB,cfbo,43.1,,,,,,,
KJ Duff,CFB,cfbo,43,,,,,,,
Jordan Gant,CFB,cfbo,42.9,,,,,,,
Omar Cooper Jr.,CFB,cfbo,42.7,,,,,,,
Damon Bankston,CFB,cfbo,42.7,,,,,,,
Demond Claiborne,CFB,cfbo,42.7,,,,,,,
Owen McCown,CFB,cfbo,42.6,,,,,,,
JC French IV,CFB,cfbo,42.5,,,,,,,
Turbo Richard,CFB,cfbo,42.5,,,,,,,
Jaron-Keawe Sagapolutele,CFB,cfbo,42.4,,,,,,,
Bryun Parham,CFB,cfbo,42.2,,,,,,,
Caden Veltkamp,CFB,cfbo,42.1,,,,,,,
Micah Alejado,CFB,cfbo,41.9,,,,,,,
John Mateer,CFB,cfbo,41.8,,,,,,,
Duce Robinson,CFB,cfbo,41.8,,,,,,,
Junior Vandeross III,CFB,cfbo,41.8,,,,,,,
Carlos Del Rio-Wilson,CFB,cfbo,41.6,,,,,,,
Malik Washington,CFB,cfbo,41.6,,,,,,,
LaNorris Sellers,CFB,cfbo,41.5,,,,,,,
Blake Horvath,CFB,cfbo,41.5,,,,,,,
Broc Lowry,CFB,cfbo,41.4,,,,,,,
Easton Messer,CFB,cfbo,41.4,,,,,,,
King Miller,CFB,cfbo,41.3,,,,,,,
Aidan Birr,CFB,cfbo,41.3,,,,,,,
Isaiah Sategna III,CFB,cfbo,41.1,,,,,,,
Kansei Matsuzawa,CFB,cfbo,41.1,,,,,,,
Roman Hemby,CFB,cfbo,40.9,,,,,,,
Chandler Morris,CFB,cfbo,40.9,,,,,,,
Amari Odom,CFB,cfbo,40.9,,,,,,,
Cade Klubnik,CFB,cfbo,40.8,,,,,,,
Jeremiah Cobb,CFB,cfbo,40.8,,,,,,,
Parker Navarro,CFB,cfbo,40.8,,,,,,,
Parker Kingston,CFB,cfbo,40.8,,,,,,,
Jacob Rodriguez,CFB,cfbo,40.5,,,,,,,
Miller Moss,CFB,cfbo,40.4,,,,,,,
Alex Tecza,CFB,cfbo,40.3,,,,,,,
Chris Freeman,CFB,cfbo,40.2,,,,,,,
Jevon Jackson,CFB,cfbo,39.9,,,,,,,
Walker Eget,CFB,cfbo,39.8,,,,,,,
Justice Haynes,CFB,cfbo,39.5,,,,,,,
Chase Hendricks,CFB,cfbo,39.3,,,,,,,
Amare Thomas,CFB,cfbo,39.1,,,,,,,
Jay Ducker,CFB,cfbo,39,,,,,,,
Nick Singleton,CFB,cfbo,39,,,,,,,
Brenen Thompson,CFB,cfbo,39,,,,,,,
Tate Sandell,CFB,cfbo,38.9,,,,,,,
Seth McGowan,CFB,cfbo,38.8,,,,,,,
Denzel Boston,CFB,cfbo,38.7,,,,,,,
Quinton Jackson,CFB,cfbo,38.7,,,,,,,
T.J. Harden,CFB,cfbo,38.6,,,,,,,
Sedrick Alexander,CFB,cfbo,38.5,,,,,,,
Ted Hurst,CFB,cfbo,38.4,,,,,,,
Tucker Gleason,CFB,cfbo,38.4,,,,,,,
Blake Shapen,CFB,cfbo,38.4,,,,,,,
Rocco Becht,CFB,cfbo,38.3,,,,,,,
Evan Simon,CFB,cfbo,38.2,,,,,,,
Miles Davis,CFB,cfbo,38.1,,,,,,,
Cortez Braham Jr.,CFB,cfbo,38.1,,,,,,,
Rayshon Luke,CFB,cfbo,37.9,,,,,,,
Keshaun Singleton,CFB,cfbo,37.7,,,,,,,
Cooper Barkate,CFB,cfbo,37.6,,,,,,,
Demarcus Lacey,CFB,cfbo,37.5,,,,,,,
Al-Jay Henderson,CFB,cfbo,37.4,,,,,,,
Rashod Dubinion,CFB,cfbo,37.3,,,,,,,
Hank Beatty,CFB,cfbo,37.2,,,,,,,
Robby Ashford,CFB,cfbo,37.1,,,,,,,
Coleman Bennett,CFB,cfbo,37,,,,,,,
Red Murdock,CFB,cfbo,37,,,,,,,
Behren Morton,CFB,cfbo,36.9,,,,,,,
Mark Fletcher Jr.,CFB,cfbo,36.8,,,,,,,
Chris Bell,CFB,cfbo,36.6,,,,,,,
Jacob De Jesus,CFB,cfbo,36.3,,,,,,,
Iverson Hooks,CFB,cfbo,36.2,,,,,,,
Germie Bernard,CFB,cfbo,36.1,,,,,,,
Nik McMillan,CFB,cfbo,36.1,,,,,,,
Ta'Quan Roberson,CFB,cfbo,36.1,,,,,,,
Ahmaad Moses,CFB,cfbo,36.1,,,,,,,
Braden Pegan,CFB,cfbo,36.1,,,,,,,
Bishop Davenport,CFB,cfbo,36,,,,,,,
Alex Perry,CFB,cfbo,35.8,,,,,,,
Dru DeShields,CFB,cfbo,35.7,,,,,,,
Cade Harris,CFB,cfbo,35.5,,,,,,,
Noah Whittington,CFB,cfbo,35.5,,,,,,,
Mario Craver,CFB,cfbo,35.4,,,,,,,
Kyron Drones,CFB,cfbo,35.4,,,,,,,
Jack Layne,CFB,cfbo,35.3,,,,,,,
Kam Perry,CFB,cfbo,35.3,,,,,,,
Lucas Carneiro,CFB,cfbo,35.2,,,,,,,
Will Henderson III,CFB,cfbo,35.1,,,,,,,
Liam Szarka,CFB,cfbo,35,,,,,,,
Kyre Duplessis,CFB,cfbo,35,,,,,,,
Jonathan Taylor,NFL,nflo,87.1,,,,,,,
Bijan Robinson,NFL,nflo,86.9,,,,,,,
Christian McCaffrey,NFL,nflo,86.7,,,,,,,
Jahmyr Gibbs,NFL,nflo,79.8,,,,,,,
James Cook,NFL,nflo,76.4,,,,,,,
Derrick Henry,NFL,nflo,72.2,,,,,,,
Puka Nacua,NFL,nflo,72.2,,,,,,,
De'Von Achane,NFL,nflo,72.1,,,,,,,
Jaxon Smith-Njigba,NFL,nflo,72.1,,,,,,,
Matthew Stafford,NFL,nflo,71.6,,,,,,,
Drake Maye,NFL,nflo,68.3,,,,,,,
Kyren Williams,NFL,nflo,64.2,,,,,,,
Caleb Williams,NFL,nflo,63.6,,,,,,,
Dak Prescott,NFL,nflo,61.8,,,,,,,
Jason Myers,NFL,nflo,61,,,,,,,
Trevor Lawrence,NFL,nflo,60.9,,,,,,,
Josh Allen,NFL,nflo,60.9,,,,,,,
Jared Goff,NFL,nflo,60.7,,,,,,,
Travis Etienne Jr.,NFL,nflo,60.4,,,,,,,
Ka'imi Fairbairn,NFL,nflo,59.6,,,,,,,
Brandon Aubrey,NFL,nflo,59.2,,,,,,,
Cameron Dicker,NFL,nflo,58.2,,,,,,,
Amon-Ra St. Brown,NFL,nflo,58,,,,,,,
Chase Brown,NFL,nflo,57.9,,,,,,,
Bo Nix,NFL,nflo,57.6,,,,,,,
George Pickens,NFL,nflo,57.3,,,,,,,
Saquon Barkley,NFL,nflo,56.7,,,,,,,
Josh Jacobs,NFL,nflo,56.5,,,,,,,
D'Andre Swift,NFL,nflo,56.1,,,,,,,
Javonte Williams,NFL,nflo,55.3,,,,,,,
Jalen Hurts,NFL,nflo,54.1,,,,,,,
Cam Little,NFL,nflo,53.8,,,,,,,
Ja'Marr Chase,NFL,nflo,53.7,,,,,,,
Ashton Jeanty,NFL,nflo,53.4,,,,,,,
Rico Dowdle,NFL,nflo,52.8,,,,,,,
Patrick Mahomes,NFL,nflo,52.5,,,,,,,
Baker Mayfield,NFL,nflo,52,,,,,,,
Sam Darnold,NFL,nflo,51.2,,,,,,,
Justin Herbert,NFL,nflo,50.9,,,,,,,
Will Reichard,NFL,nflo,50.5,,,,,,,
Jaylen Warren,NFL,nflo,50.2,,,,,,,
Breece Hall,NFL,nflo,50,,,,,,,
Kenneth Walker III,NFL,nflo,49.6,,,,,,,
Trey McBride,NFL,nflo,49.2,,,,,,,
Jordan Love,NFL,nflo,48.5,,,,,,,
Chase McLaughlin,NFL,nflo,47.9,,,,,,,
Zay Flowers,NFL,nflo,47.6,,,,,,,
Aaron Rodgers,NFL,nflo,47.6,,,,,,,
Wil Lutz,NFL,nflo,47.6,,,,,,,
TreVeyon Henderson,NFL,nflo,47.5,,,,,,,
Eddy Pineiro,NFL,nflo,46,,,,,,,
Tony Pollard,NFL,nflo,45.5,,,,,,,
Chris Olave,NFL,nflo,45,,,,,,,
Harrison Butker,NFL,nflo,44.7,,,,,,,
Jameson Williams,NFL,nflo,44.1,,,,,,,
Myles Garrett,NFL,nfld,43.9,,,,,,,
Nico Collins,NFL,nflo,43.8,,,,,,,
Jake Bates,NFL,nflo,43.5,,,,,,,
Evan McPherson,NFL,nflo,42.8,,,,,,,
Chris Boswell,NFL,nflo,42.8,,,,,,,
Tyler Loop,NFL,nflo,42.5,,,,,,,
Jacoby Brissett,NFL,nflo,42.5,,,,,,,
RJ Harvey,NFL,nflo,42.5,,,,,,,
Andy Borregales,NFL,nflo,42.3,,,,,,,
Riley Patterson,NFL,nflo,42.2,,,,,,,
Kenneth Gainwell,NFL,nflo,42.1,,,,,,,
Daniel Jones,NFL,nflo,41.9,,,,,,,
Courtland Sutton,NFL,nflo,41.5,,,,,,,
C.J. Stroud,NFL,nflo,41.4,,,,,,,
Tetairoa McMillan,NFL,nflo,41,,,,,,,
Joey Slye,NFL,nflo,41,,,,,,,
Parker Washington,NFL,nflo,40.9,,,,,,,
Rhamondre Stevenson,NFL,nflo,40.5,,,,,,,
Bryce Young,NFL,nflo,40.2,,,,,,,
Nick Folk,NFL,nflo,40.2,,,,,,,
Zach Charbonnet,NFL,nflo,40.1,,,,,,,
A.J. Brown,NFL,nflo,40,,,,,,,
Quinshon Judkins,NFL,nflo,39.9,,,,,,,
Alec Pierce,NFL,nflo,39.9,,,,,,,
Tee Higgins,NFL,nflo,39.7,,,,,,,
Jaxson Dart,NFL,nflo,39.2,,,,,,,
Davante Adams,NFL,nflo,39,,,,,,,
Lamar Jackson,NFL,nflo,39,,,,,,,
Emeka Egbuka,NFL,nflo,39,,,,,,,
Ryan Fitzgerald,NFL,nflo,38.9,,,,,,,
CeeDee Lamb,NFL,nflo,38.7,,,,,,,
DeVonta Smith,NFL,nflo,38.7,,,,,,,
Nahshon Wright,NFL,nfld,38.6,,,,,,,
Stefon Diggs,NFL,nflo,38.6,,,,,,,
Cairo Santos,NFL,nflo,38.5,,,,,,,
Wan'Dale Robinson,NFL,nflo,38.1,,,,,,,
David Montgomery,NFL,nflo,38.1,,,,,,,
Michael Wilson,NFL,nflo,38,,,,,,,
Tyrone Tracy Jr.,NFL,nflo,37.5,,,,,,,
Kyle Monangai,NFL,nflo,37.5,,,,,,,
Jaylen Waddle,NFL,nflo,37.4,,,,,,,
Justin Jefferson,NFL,nflo,37.3,,,,,,,
Drake London,NFL,nflo,36.7,,,,,,,
Andre Szmyt,NFL,nflo,36.4,,,,,,,
Marcus Jones,NFL,nfld,36.4,,,,,,,
Woody Marks,NFL,nflo,36.3,,,,,,,
Blake Grupe,NFL,nflo,36.1,,,,,,,
Kyle Pitts Sr.,NFL,nflo,36.1,,,,,,,
Cameron Ward,NFL,nflo,35.6,,,,,,,
DK Metcalf,NFL,nflo,35.5,,,,,,,
Jacory Croskey-Merritt,NFL,nflo,35.5,,,,,,,
Chad Ryland,NFL,nflo,34.3,,,,,,,
Travis Kelce,NFL,nflo,34.3,,,,,,,
Jordyn Brooks,NFL,nfld,34.1,,,,,,,
Kareem Hunt,NFL,nflo,33.8,,,,,,,
Michael Pittman Jr.,NFL,nflo,33.2,,,,,,,
DJ Moore,NFL,nflo,33.2,,,,,,,
Rashid Shaheed,NFL,nflo,33.1,,,,,,,
Matt Prater,NFL,nflo,32.9,,,,,,,
Tyler Warren,NFL,nflo,32.9,,,,,,,
Bucky Irving,NFL,nflo,32.6,,,,,,,
Hunter Henry,NFL,nflo,32.4,,,,,,,
Blake Corum,NFL,nflo,32.3,,,,,,,
Ladd McConkey,NFL,nflo,32.3,,,,,,,
Brandon McManus,NFL,nflo,32,,,,,,,
Jordan Mason,NFL,nflo,32,,,,,,,
Brock Purdy,NFL,nflo,31.8,,,,,,,
Geno Smith,NFL,nflo,31.7,,,,,,,
Deebo Samuel Sr.,NFL,nflo,31.7,,,,,,,
Kevin Byard III,NFL,nfld,31.7,,,,,,,
Jake Elliott,NFL,nflo,31.7,,,,,,,
Rachaad White,NFL,nflo,31.7,,,,,,,
Colston Loveland,NFL,nflo,31.6,,,,,,,
Brian Burns,NFL,nfld,31.5,,,,,,,
Corey Bojorquez,NFL,nflo,31.5,,,,,,,
Devin Bush,NFL,nfld,31.4,,,,,,,
Jakobi Meyers,NFL,nflo,31.4,,,,,,,
Maxx Crosby,NFL,nfld,31.3,,,,,,,
Zane Gonzalez,NFL,nflo,31.2,,,,,,,
J.K. Dobbins,NFL,nflo,31.1,,,,,,,
Aidan Hutchinson,NFL,nfld,31.1,,,,,,,
Jack Campbell,NFL,nfld,31.1,,,,,,,
Quentin Johnston,NFL,nflo,31,,,,,,,
Daniel Carlson,NFL,nflo,31,,,,,,,
Ernest Jones IV,NFL,nfld,30.7,,,,,,,
Devin White,NFL,nfld,30.7,,,,,,,
Troy Franklin,NFL,nflo,30.7,,,,,,,
Romeo Doubs,NFL,nflo,30.6,,,,,,,
Tyler Shough,NFL,nflo,30.4,,,,,,,
Kimani Vidal,NFL,nflo,30.3,,,,,,,
Harold Fannin Jr.,NFL,nflo,30.2,,,,,,,
Juwan Johnson,NFL,nflo,30.2,,,,,,,
Jauan Jennings,NFL,nflo,29.9,,,,,,,
Jeffery Simmons,NFL,nfld,29.9,,,,,,,
Tua Tagovailoa,NFL,nflo,29.8,,,,,,,
Kamari Lassiter,NFL,nfld,29.6,,,,,,,
DeMarcus Lawrence,NFL,nfld,29.5,,,,,,,
Joe Flacco,NFL,nflo,29.4,,,,,,,
Keenan Allen,NFL,nflo,29.4,,,,,,,
Omarion Hampton,NFL,nflo,29.4,,,,,,,
Dallas Goedert,NFL,nflo,29.4,,,,,,,
Brock Bowers,NFL,nflo,29.4,,,,,,,
Marlon Humphrey,NFL,nfld,29.4,,,,,,,
Devin Lloyd,NFL,nfld,29.3,,,,,,,
Nate Landman,NFL,nfld,29.2,,,,,,,
Mike Jackson,NFL,nfld,29.2,,,,,,,
Dalton Schultz,NFL,nflo,29,,,,,,,
Bobby Wagner,NFL,nfld,28.8,,,,,,,
Braden Mann,NFL,nflo,28.6,,,,,,,
Jeremy Crawshaw,NFL,nflo,28.6,,,,,,,
Danielle Hunter,NFL,nfld,28.5,,,,,,,
Tre Tucker,NFL,nflo,28.5,,,,,,,
Montez Sweat,NFL,nfld,28.5,,,,,,,
Xavier Watts,NFL,nfld,28.4,,,,,,,
Will Anderson Jr.,NFL,nfld,28.4,,,,,,,
Tremaine Edmunds,NFL,nfld,28.3,,,,,,,
Jordan Addison,NFL,nflo,28.2,,,,,,,
Aaron Jones Sr.,NFL,nflo,28,,,,,,,
Tyrel Dodson,NFL,nfld,28,,,,,,,
Cam Skattebo,NFL,nflo,27.9,,,,,,,
Joe Burrow,NFL,nflo,27.9,,,,,,,
Jaylinn Hawkins,NFL,nfld,27.9,,,,,,,
Nik Bonitto,NFL,nfld,27.8,,,,,,,
Tyler Allgeier,NFL,nflo,27.8,,,,,,,
T.J. Watt,NFL,nfld,27.8,,,,,,,
Cedric Gray,NFL,nfld,27.7,,,,,,,
Laiatu Latu,NFL,nfld,27.6,,,,,,,
Zack Baun,NFL,nfld,27.6,,,,,,,
Brian Thomas Jr.,NFL,nflo,27.6,,,,,,,
Dee Alford,NFL,nfld,27.5,,,,,,,
Chase Young,NFL,nfld,27.4,,,,,,,
Christian Watson,NFL,nflo,27.3,,,,,,,
Kam Curl,NFL,nfld,27.2,,,,,,,
Tykee Smith,NFL,nfld,27.1,,,,,,,
Rome Odunze,NFL,nflo,27,,,,,,,
Jalyx Hunt,NFL,nfld,26.9,,,,,,,
Chuba Hubbard,NFL,nflo,26.9,,,,,,,
Johnny Hekker,NFL,nflo,26.9,,,,,,,
George Kittle,NFL,nflo,26.7,,,,,,,
Andrew Van Ginkel,NFL,nfld,26.5,,,,,,,
Jordan Battle,NFL,nfld,26.5,,,,,,,
Khalil Shakir,NFL,nflo,26.4,,,,,,,
Foyesade Oluokun,NFL,nfld,26.2,,,,,,,
Cam Bynum,NFL,nfld,26.2,,,,,,,
Jake Ferguson,NFL,nflo,26.1,,,,,,,
