playerName,sport,position,realrating,,,,,Sport,Position,Symbol
Thomas Haugh,CBB,CBB,97.4,,,,,,,
Tae Davis,CBB,CBB,97.3,,,,,,,
Cameron Matthews,CBB,CBB,97.3,,,,,,,
Jizzle James,CBB,CBB,97.2,,,,,,,
Ben Griffin,GOLF,GOLF,143.8,,,,,,,
Scottie Scheffier,GOLF,GOLF,135.6,,,,,,,
Cameron Young,GOLF,GOLF,129.4,,,,,,,
Chris Gotterup,GOLF,GOLF,128.3,,,,,,,
Harry Hall,GOLF,GOLF,128,,,,,,,
Eric Cole,GOLF,GOLF,126.7,,,,,,,
J.J. Spaun,GOLF,GOLF,126.2,,,,,,,
Rico Hoey,GOLF,GOLF,125.8,,,,,,,
Vince Whaley,GOLF,GOLF,125.4,,,,,,,
Si Woo Kim,GOLF,GOLF,125,,,,,,,
Sam Stevens,GOLF,GOLF,124.5,,,,,,,
Sam Burns,GOLF,GOLF,122.8,,,,,,,
Patrick Rodgers,GOLF,GOLF,116.4,,,,,,,
Davis Thompson,GOLF,GOLF,114.7,,,,,,,
Maverick McNealy,GOLF,GOLF,113,,,,,,,
Hideki Matsuyama,GOLF,GOLF,112.8,,,,,,,
Kevin Yu,GOLF,GOLF,111.7,,,,,,,
Emiliano Grillo,GOLF,GOLF,111.1,,,,,,,
Harris English,GOLF,GOLF,110.5,,,,,,,
Mark Hubbard,GOLF,GOLF,109.9,,,,,,,
Michael Thorbjornsen,GOLF,GOLF,109.5,,,,,,,
Patrick Fishburn,GOLF,GOLF,109.3,,,,,,,
Robert MacIntyre,GOLF,GOLF,109.1,,,,,,,
Max McGreevy,GOLF,GOLF,109,,,,,,,
J.T. Poston,GOLF,GOLF,109,,,,,,,
Michael Kim,GOLF,GOLF,108.7,,,,,,,
Jesper Svensson,GOLF,GOLF,108.2,,,,,,,
Akshay Bhatia,GOLF,GOLF,108,,,,,,,
Mac Meissner,GOLF,GOLF,107.6,,,,,,,
Sepp Straka,GOLF,GOLF,107.5,,,,,,,
Jacob Bridgeman,GOLF,GOLF,107.4,,,,,,,
Byeong Hun An,GOLF,GOLF,107.3,,,,,,,
Tommy Fleetwood,GOLF,GOLF,106.7,,,,,,,
Alex Smalley,GOLF,GOLF,106.6,,,,,,,
Matt McCarty,GOLF,GOLF,106.6,,,,,,,
Matti Schmid,GOLF,GOLF,106.6,,,,,,,
Beau Hossler,GOLF,GOLF,106,,,,,,,
Austin Eckroat,GOLF,GOLF,105.9,,,,,,,
Max Greyserman,GOLF,GOLF,105.9,,,,,,,
Ryan Gerard,GOLF,GOLF,105.8,,,,,,,
Christiaan Bezuidenhout,GOLF,GOLF,105.7,,,,,,,
Wyndham Clark,GOLF,GOLF,105.6,,,,,,,
Jake Knapp,GOLF,GOLF,105.5,,,,,,,
Taylor Pendrith,GOLF,GOLF,105.1,,,,,,,
Matt Fitzpatrick,GOLF,GOLF,104.7,,,,,,,
Denny McCarthy,GOLF,GOLF,104.3,,,,,,,
Kurt Kitayama,GOLF,GOLF,104.3,,,,,,,
Andrew Novak,GOLF,GOLF,103.9,,,,,,,
Brian Harman,GOLF,GOLF,103.9,,,,,,,
Sungjae Im,GOLF,GOLF,103.6,,,,,,,
Nico Echavarria,GOLF,GOLF,103.6,,,,,,,
Ben Kohles,GOLF,GOLF,103.6,,,,,,,
Seamus Power,GOLF,GOLF,103.1,,,,,,,
Corey Conners,GOLF,GOLF,102.7,,,,,,,
Stephan Jaeger,GOLF,GOLF,102.2,,,,,,,
Kris Ventura,GOLF,GOLF,102,,,,,,,
Mackenzie Hughes,GOLF,GOLF,101.9,,,,,,,
Doug Ghim,GOLF,GOLF,101.7,,,,,,,
Sam Ryder,GOLF,GOLF,101.7,,,,,,,
Chad Ramey,GOLF,GOLF,101.3,,,,,,,
Rickie Fowler,GOLF,GOLF,101.3,,,,,,,
Kevin Roy,GOLF,GOLF,100.7,,,,,,,
Chris Kirk,GOLF,GOLF,100.5,,,,,,,
Ryo Hisatsune,GOLF,GOLF,99.4,,,,,,,
Justin Thomas,GOLF,GOLF,98.9,,,,,,,
Victor Perez,GOLF,GOLF,98.8,,,,,,,
Gary Woodland,GOLF,GOLF,98.7,,,,,,,
Keegan Bradley,GOLF,GOLF,98.1,,,,,,,
Keith Mitchell,GOLF,GOLF,97.7,,,,,,,
Sami Valimaki,GOLF,GOLF,96.9,,,,,,,
Ricky Castillo,GOLF,GOLF,96.7,,,,,,,
Patrick Cantlay,GOLF,GOLF,96.7,,,,,,,
Russell Henley,GOLF,GOLF,96.1,,,,,,,
Nick Taylor,GOLF,GOLF,95.5,,,,,,,
Greyson Sigg,GOLF,GOLF,95.2,,,,,,,
Steven Fisk,GOLF,GOLF,95.1,,,,,,,
Ludvig Aberg,GOLF,GOLF,95,,,,,,,
Takumi Kanaya,GOLF,GOLF,94.8,,,,,,,
Tom Kim,GOLF,GOLF,94.1,,,,,,,
Chan Kim,GOLF,GOLF,94.1,,,,,,,
Max Homa,GOLF,GOLF,93.8,,,,,,,
David Lipsky,GOLF,GOLF,93.3,,,,,,,
William Mouw,GOLF,GOLF,93.1,,,,,,,
Adam Svensson,GOLF,GOLF,93.1,,,,,,,
Aaron Rai,GOLF,GOLF,92,,,,,,,
Justin Lower,GOLF,GOLF,91.7,,,,,,,
Tom Hoge,GOLF,GOLF,91.6,,,,,,,
Thomas Detry,GOLF,GOLF,91.6,,,,,,,
Adam Hadwin,GOLF,GOLF,91.5,,,,,,,
Henrik Norlander,GOLF,GOLF,91,,,,,,,
Taylor Moore,GOLF,GOLF,90.4,,,,,,,
Ben Silverman,GOLF,GOLF,89.9,,,,,,,
Thorbjorn Olesen,GOLF,GOLF,89.7,,,,,,,
Lee Hodges,GOLF,GOLF,89.5,,,,,,,
Daniel Berger,GOLF,GOLF,89.2,,,,,,,
Lucas Glover,GOLF,GOLF,89,,,,,,,
Matt Wallace,GOLF,GOLF,88.9,,,,,,,
Thomas Rosenmueller,GOLF,GOLF,88.8,,,,,,,
Adam Schenk,GOLF,GOLF,88.7,,,,,,,
Carson Young,GOLF,GOLF,87.4,,,,,,,
A'ja Wilson,WNBA,WNBA,203.1,,,,,,,
Dearica Hamby,WNBA,WNBA,166.9,,,,,,,
Aliyah Boston,WNBA,WNBA,166,,,,,,,
Alyssa Thomas,WNBA,WNBA,165,,,,,,,
Jackie Young,WNBA,WNBA,160,,,,,,,
Napheesa Collier,WNBA,WNBA,159,,,,,,,
Nneka Ogwumike,WNBA,WNBA,156.2,,,,,,,
Kelsey Plum,WNBA,WNBA,154.5,,,,,,,
Allisha Gray,WNBA,WNBA,149.1,,,,,,,
Kelsey Mitchell,WNBA,WNBA,146.9,,,,,,,
Courtney Williams,WNBA,WNBA,145.7,,,,,,,
Skylar Diggins,WNBA,WNBA,143.6,,,,,,,
Sabrina Ionescu,WNBA,WNBA,142,,,,,,,
Paige Bueckers,WNBA,WNBA,140.7,,,,,,,
Veronica Burton,WNBA,WNBA,137,,,,,,,
Azura Stevens,WNBA,WNBA,136.1,,,,,,,
Brionna Jones,WNBA,WNBA,128.9,,,,,,,
Gabby Williams,WNBA,WNBA,124.9,,,,,,,
Rhyne Howard,WNBA,WNBA,124.9,,,,,,,
Alanna Smith,WNBA,WNBA,120.7,,,,,,,
Breanna Stewart,WNBA,WNBA,118.7,,,,,,,
Satou Sabally,WNBA,WNBA,118,,,,,,,
Sonia Citron,WNBA,WNBA,115.7,,,,,,,
Chelsea Gray,WNBA,WNBA,115.1,,,,,,,
Kamilla Cardoso,WNBA,WNBA,114.2,,,,,,,
Tina Charles,WNBA,WNBA,110.9,,,,,,,
Kayla McBride,WNBA,WNBA,109.2,,,,,,,
Natasha Howard,WNBA,WNBA,108.8,,,,,,,
Kiki Iriafen,WNBA,WNBA,108.7,,,,,,,
Ezi Magbegor,WNBA,WNBA,108.4,,,,,,,
Natasha Cloud,WNBA,WNBA,103.8,,,,,,,
Jewell Loyd,WNBA,WNBA,100.9,,,,,,,
Angel Reese,WNBA,WNBA,99.4,,,,,,,
Naz Hillmon,WNBA,WNBA,96.9,,,,,,,
Brittney Sykes,WNBA,WNBA,96.4,,,,,,,
Erica Wheeler,WNBA,WNBA,95.1,,,,,,,
Jonquel Jones,WNBA,WNBA,93.6,,,,,,,
Shakira Austin,WNBA,WNBA,92.2,,,,,,,
Rickea Jackson,WNBA,WNBA,87.8,,,,,,,
Jessica Shepard,WNBA,WNBA,87.8,,,,,,,
Saniya Rivers,WNBA,WNBA,87.5,,,,,,,
Marina Mabrey,WNBA,WNBA,85.3,,,,,,,
Natisha Hiedeman,WNBA,WNBA,85.1,,,,,,,
Ariel Atkins,WNBA,WNBA,85.1,,,,,,,
Elizabeth Williams,WNBA,WNBA,82.4,,,,,,,
Lexie Hull,WNBA,WNBA,80.8,,,,,,,
Arike Ogunbowale,WNBA,WNBA,79.8,,,,,,,
Jordin Canada,WNBA,WNBA,79.1,,,,,,,
Sami Whitcomb,WNBA,WNBA,76.7,,,,,,,
Bridget Carleton,WNBA,WNBA,76.4,,,,,,,
NaLyssa Smith,WNBA,WNBA,73.7,,,,,,,
Myisha Hines-Allen,WNBA,WNBA,73.5,,,,,,,
Brittney Griner,WNBA,WNBA,73,,,,,,,
Janelle Salaun,WNBA,WNBA,72.2,,,,,,,
Temi Fagbenle,WNBA,WNBA,70.9,,,,,,,
Rachel Banham,WNBA,WNBA,70.3,,,,,,,
Julie Allemand,WNBA,WNBA,69.3,,,,,,,
Olivia Nelson-Ododa,WNBA,WNBA,69,,,,,,,
Aneesah Morrow,WNBA,WNBA,68.8,,,,,,,
Dominique Malonga,WNBA,WNBA,68.8,,,,,,,
Leonie Fiebich,WNBA,WNBA,67.1,,,,,,,
Monique Akoa Makani,WNBA,WNBA,65.8,,,,,,,
DeWanna Bonner,WNBA,WNBA,64.6,,,,,,,
Kahleah Copper,WNBA,WNBA,64.5,,,,,,,
Natasha Mack,WNBA,WNBA,64.2,,,,,,,
Sug Sutton,WNBA,WNBA,63,,,,,,,
Maddy Siegrist,WNBA,WNBA,62.1,,,,,,,
Bria Hartley,WNBA,WNBA,61.2,,,,,,,
Dana Evans,WNBA,WNBA,61,,,,,,,
Te-Hina Paopao,WNBA,WNBA,61,,,,,,,
Leila Lacan,WNBA,WNBA,59.2,,,,,,,
Kayla Thornton,WNBA,WNBA,58.6,,,,,,,
Maya Caldwell,WNBA,WNBA,58.5,,,,,,,
Kennedy Burke,WNBA,WNBA,57.9,,,,,,,
Tiffany Hayes,WNBA,WNBA,57.5,,,,,,,
DiJonai Carrington,WNBA,WNBA,57,,,,,,,
Marine Johannes,WNBA,WNBA,56.8,,,,,,,
Aziaha James,WNBA,WNBA,56.5,,,,,,,
Kathryn Westbeld,WNBA,WNBA,53.7,,,,,,,
Rebecca Allen,WNBA,WNBA,52.5,,,,,,,
Sophie Cunningham,WNBA,WNBA,52.3,,,,,,,
Jade Melbourne,WNBA,WNBA,52,,,,,,,
Odyssey Sims,WNBA,WNBA,51.1,,,,,,,
Kia Nurse,WNBA,WNBA,50.9,,,,,,,
Kaila Charles,WNBA,WNBA,49.7,,,,,,,
Kate Martin,WNBA,WNBA,49.7,,,,,,,
Emma Meesseman,WNBA,WNBA,48.5,,,,,,,
Aari McDonald,WNBA,WNBA,46.9,,,,,,,
Luisa Geiselsoder,WNBA,WNBA,46.5,,,,,,,
Emily Engstler,WNBA,WNBA,46.3,,,,,,,
Jacy Sheldon,WNBA,WNBA,45.9,,,,,,,
Caitlin Clark,WNBA,WNBA,45.8,,,,,,,
Haley Jones,WNBA,WNBA,44.5,,,,,,,
Carla Leite,WNBA,WNBA,44.5,,,,,,,
Alysha Clark,WNBA,WNBA,43.8,,,,,,,
JJ Quinerly,WNBA,WNBA,43.3,,,,,,,
Monique Billings,WNBA,WNBA,42.7,,,,,,,
Iliana Rupert,WNBA,WNBA,41.7,,,,,,,
Li Yueru,WNBA,WNBA,41.5,,,,,,,
Nia Coffey,WNBA,WNBA,41.3,,,,,,,
Ashton Jeanty,CFB,CFBO,109.8,,,,,,,
Omarion Hampton,CFB,CFBO,84.1,,,,,,,
RJ Harvey,CFB,CFBO,81.4,,,,,,,
Cam Skattebo,CFB,CFBO,80.7,,,,,,,
Kaleb Johnson,CFB,CFBO,79.6,,,,,,,
Tahj Brooks,CFB,CFBO,76.5,,,,,,,
Dylan Sampson,CFB,CFBO,75.2,,,,,,,
Tre Stewart,CFB,CFBO,72.5,,,,,,,
Travis Hunter,CFB,CFBO,71.5,,,,,,,
Mario Anderson Jr.,CFB,CFBO,71.4,,,,,,,
Cameron Ward,CFB,CFBO,70.5,,,,,,,
John Mateer,CFB,CFBO,70.2,,,,,,,
Devin Neal,CFB,CFBO,69,,,,,,,
Jaxson Dart,CFB,CFBO,65.8,,,,,,,
Makhi Hughes,CFB,CFBO,65.3,,,,,,,
LeQuint Allen,CFB,CFBO,65.2,,,,,,,
Shedeur Sanders,CFB,CFBO,64.8,,,,,,,
Brashard Smith,CFB,CFBO,63.2,,,,,,,
Nick Nash,CFB,CFBO,63.1,,,,,,,
Cade Klubnik,CFB,CFBO,61.4,,,,,,,
Marquez Cooper,CFB,CFBO,60.6,,,,,,,
Demond Claiborne,CFB,CFBO,60.3,,,,,,,
Woody Marks,CFB,CFBO,59.8,,,,,,,
Kyle McCord,CFB,CFBO,59.7,,,,,,,
Ahmad Hardy,CFB,CFBO,59.1,,,,,,,
Kyle Monangai,CFB,CFBO,58.8,,,,,,,
DJ Giddens,CFB,CFBO,58.6,,,,,,,
Harold Fannin Jr.,CFB,CFBO,58.5,,,,,,,
Jordan James,CFB,CFBO,58,,,,,,,
Jalen Milroe,CFB,CFBO,57.3,,,,,,,
CJ Campbell Jr.,CFB,CFBO,57.3,,,,,,,
Chandler Morris,CFB,CFBO,56.9,,,,,,,
Quinton Cooley,CFB,CFBO,56.7,,,,,,,
Desmond Reid,CFB,CFBO,56.6,,,,,,,
Bhayshul Tuten,CFB,CFBO,56.4,,,,,,,
Jeremiyah Love,CFB,CFBO,55.2,,,,,,,
Anthony Hankerson,CFB,CFBO,54.4,,,,,,,
Dillon Gabriel,CFB,CFBO,54.3,,,,,,,
Jarquez Hunter,CFB,CFBO,53.9,,,,,,,
Raheim Sanders,CFB,CFBO,53.8,,,,,,,
Bryson Washington,CFB,CFBO,53.4,,,,,,,
Alonza Barnett III,CFB,CFBO,53.4,,,,,,,
Devon Dampier,CFB,CFBO,52.7,,,,,,,
Garrett Nussmeier,CFB,CFBO,52.2,,,,,,,
Isaac Brown,CFB,CFBO,52.1,,,,,,,
Darius Taylor,CFB,CFBO,52.1,,,,,,,
Dean Connors,CFB,CFBO,51,,,,,,,
Jordan McCloud,CFB,CFBO,50.7,,,,,,,
Eric Rivers,CFB,CFBO,50.6,,,,,,,
Jamaal Pritchett,CFB,CFBO,50.4,,,,,,,
Will Howard,CFB,CFBO,50,,,,,,,
Josh Hoover,CFB,CFBO,49.9,,,,,,,
Shaun Dolac,CFB,CFBO,49.7,,,,,,,
Owen McCown,CFB,CFBO,49.5,,,,,,,
Tetairoa McMillan,CFB,CFBO,49.3,,,,,,,
Jonah Coleman,CFB,CFBO,49.1,,,,,,,
Devonte Ross,CFB,CFBO,49.1,,,,,,,
Tyler Warren,CFB,CFBO,49,,,,,,,
Eli Sanders,CFB,CFBO,48.9,,,,,,,
Carson Beck,CFB,CFBO,48.4,,,,,,,
Tyler Huff,CFB,CFBO,48.3,,,,,,,
Jordyn Tyson,CFB,CFBO,48.2,,,,,,,
Kyle Williams,CFB,CFBO,48.2,,,,,,,
Xavier Restrepo,CFB,CFBO,47.9,,,,,,,
Seth Henigan,CFB,CFBO,47.7,,,,,,,
Behren Morton,CFB,CFBO,47.6,,,,,,,
Rahsul Faison,CFB,CFBO,47.6,,,,,,,
Al-Jay Henderson,CFB,CFBO,47.5,,,,,,,
Rocco Becht,CFB,CFBO,47.4,,,,,,,
Ollie Gordon II,CFB,CFBO,47.4,,,,,,,
Sawyer Robertson,CFB,CFBO,47.1,,,,,,,
Kurtis Rourke,CFB,CFBO,47,,,,,,,
LaNorris Sellers,CFB,CFBO,46.8,,,,,,,
Riley Leonard,CFB,CFBO,46.7,,,,,,,
Jackson Woodard,CFB,CFBO,46.7,,,,,,,
Gio Lopez,CFB,CFBO,46.6,,,,,,,
Ricky White III,CFB,CFBO,46.6,,,,,,,
Tai Felton,CFB,CFBO,46.4,,,,,,,
Tyler Shough,CFB,CFBO,46.4,,,,,,,
Phil Mafah,CFB,CFBO,46.3,,,,,,,
Micah Bernard,CFB,CFBO,46.1,,,,,,,
Pat Bryant,CFB,CFBO,46,,,,,,,
Bryson Daily,CFB,CFBO,46,,,,,,,
Brendan Sorsby,CFB,CFBO,45.9,,,,,,,
Nick Singleton,CFB,CFBO,45.7,,,,,,,
Coleman Owen,CFB,CFBO,45.6,,,,,,,
Sam Leavitt,CFB,CFBO,45.5,,,,,,,
Corey Kiner,CFB,CFBO,45.4,,,,,,,
Kevin Jennings,CFB,CFBO,45.4,,,,,,,
Kalel Mullings,CFB,CFBO,45.4,,,,,,,
Brendon Lewis,CFB,CFBO,45.3,,,,,,,
Avery Johnson,CFB,CFBO,45,,,,,,,
Rahjai Harris,CFB,CFBO,45,,,,,,,
Ja'Quinden Jackson,CFB,CFBO,45,,,,,,,
Jayden Higgins,CFB,CFBO,44.7,,,,,,,
Taylen Green,CFB,CFBO,44.6,,,,,,,
Ismail Mahdi,CFB,CFBO,44.5,,,,,,,
Fernando Mendoza,CFB,CFBO,44.3,,,,,,,
Luke Altmyer,CFB,CFBO,44.2,,,,,,,
Jamal Haynes,CFB,CFBO,44.1,,,,,,,
George Pettaway,CFB,CFBO,43.7,,,,,,,
Caden Veltkamp,CFB,CFBO,43.7,,,,,,,
Jake Retzlaff,CFB,CFBO,43.7,,,,,,,
Diego Pavia,CFB,CFBO,43.5,,,,,,,
Avery Morrow,CFB,CFBO,43.4,,,,,,,
Hajj-Malik Williams,CFB,CFBO,43.4,,,,,,,
Fluff Bothwell,CFB,CFBO,43.3,,,,,,,
Tucker Gleason,CFB,CFBO,43.2,,,,,,,
Lee Beebe Jr.,CFB,CFBO,43.2,,,,,,,
Jack Bech,CFB,CFBO,43.1,,,,,,,
Seth McGowan,CFB,CFBO,42.9,,,,,,,
Damien Martinez,CFB,CFBO,42.9,,,,,,,
Jaden Nixon,CFB,CFBO,42.9,,,,,,,
Jeremiah Smith,CFB,CFBO,42.8,,,,,,,
Savion Williams,CFB,CFBO,42.8,,,,,,,
Drew Allar,CFB,CFBO,42.8,,,,,,,
Maddux Madsen,CFB,CFBO,42.8,,,,,,,
LaJohntay Wester,CFB,CFBO,42.8,,,,,,,
Elijah Young,CFB,CFBO,42.6,,,,,,,
Jai’Den Thomas,CFB,CFBO,42.6,,,,,,,
Kadin Semonza,CFB,CFBO,42.4,,,,,,,
Payton Thorne,CFB,CFBO,42.4,,,,,,,
C.J. Ogbonna,CFB,CFBO,42.4,,,,,,,
Ja'Corey Brooks,CFB,CFBO,42.1,,,,,,,
Tre Harris,CFB,CFBO,42.1,,,,,,,
Star Thomas,CFB,CFBO,42.1,,,,,,,
DT Sheffield,CFB,CFBO,42.1,,,,,,,
Kenneth Almendares,CFB,CFBO,42,,,,,,,
Ted Hurst,CFB,CFBO,41.8,,,,,,,
Freddie Brock IV,CFB,CFBO,41.5,,,,,,,
Maalik Murphy,CFB,CFBO,41.4,,,,,,,
Antonio Williams,CFB,CFBO,41.2,,,,,,,
Jerjuan Newton,CFB,CFBO,41.1,,,,,,,
Haynes King,CFB,CFBO,41.1,,,,,,,
Aaron Young,CFB,CFBO,41,,,,,,,
Cole Snyder,CFB,CFBO,41,,,,,,,
Damien Taylor,CFB,CFBO,40.9,,,,,,,
Nico Iamaleava,CFB,CFBO,40.8,,,,,,,
Ryan Williams,CFB,CFBO,40.6,,,,,,,
Eli Heidenreich,CFB,CFBO,40.6,,,,,,,
Delbert Mimms III,CFB,CFBO,40.4,,,,,,,
Anthony Tyus III,CFB,CFBO,40.4,,,,,,,
Quinshon Judkins,CFB,CFBO,40.4,,,,,,,
Braydon Bennett,CFB,CFBO,40.3,,,,,,,
KeAndre Lambert-Smith,CFB,CFBO,40.2,,,,,,,
Jaylin Noel,CFB,CFBO,40.2,,,,,,,
Parker Navarro,CFB,CFBO,39.9,,,,,,,
Ben Wooldridge,CFB,CFBO,39.9,,,,,,,
Josh Kelly,CFB,CFBO,39.7,,,,,,,
Justice Ellison,CFB,CFBO,39.7,,,,,,,
Quali Conley,CFB,CFBO,39.7,,,,,,,
Mac Dalena,CFB,CFBO,39.7,,,,,,,
Keyon Mozee,CFB,CFBO,39.6,,,,,,,
Brayden Schager,CFB,CFBO,39.5,,,,,,,
Kelley Joiner,CFB,CFBO,39.4,,,,,,,
Joey Aguilar,CFB,CFBO,39.4,,,,,,,
Caden Durham,CFB,CFBO,39.3,,,,,,,
Keyone Jenkins,CFB,CFBO,39.2,,,,,,,
Andrew Armstrong,CFB,CFBO,39.2,,,,,,,
A.J. Turner,CFB,CFBO,39,,,,,,,
Max Brosmer,CFB,CFBO,38.9,,,,,,,
Tawee Walker,CFB,CFBO,38.8,,,,,,,
Le'Veon Moss,CFB,CFBO,38.8,,,,,,,
Kyle Louis,CFB,CFBO,38.8,,,,,,,
Corey Rucker,CFB,CFBO,38.7,,,,,,,
Kyren Lacy,CFB,CFBO,38.6,,,,,,,
Bill Davis,CFB,CFBO,38.4,,,,,,,
Billy Edwards Jr.,CFB,CFBO,38.4,,,,,,,
Cam Edwards,CFB,CFBO,38.2,,,,,,,
Blake Horvath,CFB,CFBO,38.1,,,,,,,
Justin Lockhart,CFB,CFBO,38,,,,,,,
Jaylen Raynor,CFB,CFBO,37.9,,,,,,,
Wisner,CFB,CFBO,37.9,,,,,,,
Elijah Sarratt,CFB,CFBO,37.9,,,,,,,
Kanye Udoh,CFB,CFBO,37.8,,,,,,,
Darian Mensah,CFB,CFBO,37.4,,,,,,,
Jahiem White,CFB,CFBO,37.3,,,,,,,
Robert Henry,CFB,CFBO,37.2,,,,,,,
Kaidon Salter,CFB,CFBO,37.1,,,,,,,
Davon Booth,CFB,CFBO,37.1,,,,,,,
Braedon Sloan,CFB,CFBO,37.1,,,,,,,
Connor Bazelak,CFB,CFBO,37.1,,,,,,,
Trebor Pena,CFB,CFBO,36.8,,,,,,,
Jackson Meeks,CFB,CFBO,36.7,,,,,,,
Taariq Al-Uqdah,CFB,CFBO,36.3,,,,,,,
Aaron Anderson,CFB,CFBO,36.2,,,,,,,
Brayden Fowler-Nicolosi,CFB,CFBO,36.2,,,,,,,
Caden Davis,CFB,CFBO,36.2,,,,,,,
Caden Chittenden,CFB,CFBO,36.1,,,,,,,
Jalen White,CFB,CFBO,36.1,,,,,,,
Brady Cook,CFB,CFBO,36,,,,,,,
Jay Ducker,CFB,CFBO,35.9,,,,,,,
Chandler Martin,CFB,CFBO,35.9,,,,,,,
TreVeyon Henderson,CFB,CFBO,35.9,,,,,,,
Terion Stewart,CFB,CFBO,35.9,,,,,,,
Tez Johnson,CFB,CFBO,35.9,,,,,,,
Marion Lukes,CFB,CFBO,35.8,,,,,,,
Brett Gabbert,CFB,CFBO,35.8,,,,,,,
Jalon Daniels,CFB,CFBO,35.8,,,,,,,
Tru Edwards,CFB,CFBO,35.7,,,,,,,
