playerName,sport,position,realrating,,,,,Sport,Position,Symbol
Sean Monahan,NHL,NHL,171.1,,,,,,,
Anders Lee,NHL,NHL,171,,,,,,,
Josh Morrissey,NHL,NHL,170.4,,,,,,,
Matty Beniers,NHL,NHL,169,,,,,,,
Quinn Hughes,NHL,NHL,168.6,,,,,,,
Jean-Gabriel Pageau,NHL,NHL,167.8,,,,,,,
Frank Vatrano,NHL,NHL,167.5,,,,,,,
Dylan Guenther,NHL,NHL,167,,,,,,,
Will Cuylle,NHL,NHL,166.7,,,,,,,
Morgan Geekie,NHL,NHL,166.7,,,,,,,
Jonathan Huberdeau,NHL,NHL,166.5,,,,,,,
Barrett Hayton,NHL,NHL,165.9,,,,,,,
Claude Giroux,NHL,NHL,165.4,,,,,,,
Jared McCann,NHL,NHL,165.4,,,,,,,
Sean Couturier,NHL,NHL,164.5,,,,,,,
Phillip Danault,NHL,NHL,164.2,,,,,,,
Jordan Staal,NHL,NHL,162.9,,,,,,,
Nick Schmaltz,NHL,NHL,162.6,,,,,,,
Adam Lowry,NHL,NHL,162.6,,,,,,,
Mikael Backlund,NHL,NHL,161.5,,,,,,,
Mikhail Sergachev,NHL,NHL,161.4,,,,,,,
Chandler Stephenson,NHL,NHL,160.9,,,,,,,
Elias Pettersson,NHL,NHL,159.4,,,,,,,
Ryan McLeod,NHL,NHL,159.4,,,,,,,
Pavel Dorofeyev,NHL,NHL,158.9,,,,,,,
Tyler Toffoli,NHL,NHL,157.1,,,,,,,
Pius Suter,NHL,NHL,157.1,,,,,,,
Fabian Zetterlund,NHL,NHL,155.5,,,,,,,
Juraj Slafkovský,NHL,NHL,155.5,,,,,,,
Brandon Montour,NHL,NHL,155.2,,,,,,,
Aliaksei Protas,NHL,NHL,155,,,,,,,
Shane Pinto,NHL,NHL,154.6,,,,,,,
Jamie Benn,NHL,NHL,154.3,,,,,,,
Nikolaj Ehlers,NHL,NHL,154.1,,,,,,,
Jakob Chychrun,NHL,NHL,153.3,,,,,,,
Brett Howden,NHL,NHL,153.1,,,,,,,
Carter Verhaeghe,NHL,NHL,153.1,,,,,,,
Matvei Michkov,NHL,NHL,152.8,,,,,,,
Jake Evans,NHL,NHL,152,,,,,,,
Owen Tippett,NHL,NHL,152,,,,,,,
Morgan Frost,NHL,NHL,151.8,,,,,,,
Adam Fox,NHL,NHL,151.5,,,,,,,
Gabriel Vilardi,NHL,NHL,151.1,,,,,,,
JJ Peterka,NHL,NHL,151.1,,,,,,,
Blake Coleman,NHL,NHL,150.8,,,,,,,
Thomas Chabot,NHL,NHL,150.6,,,,,,,
Ryan Nugent-Hopkins,NHL,NHL,150.5,,,,,,,
Mathieu Olivier,NHL,NHL,150.5,,,,,,,
Lane Hutson,NHL,NHL,149.4,,,,,,,
Jake DeBrusk,NHL,NHL,149.3,,,,,,,
Darnell Nurse,NHL,NHL,148.6,,,,,,,
Nic Dowd,NHL,NHL,148.4,,,,,,,
Connor McMichael,NHL,NHL,148.1,,,,,,,
Josh Norris,NHL,NHL,148.1,,,,,,,
Frederick Gaudreau,NHL,NHL,148.1,,,,,,,
Thomas Harley,NHL,NHL,147.8,,,,,,,
Marco Kasper,NHL,NHL,147.7,,,,,,,
Erik Karlsson,NHL,NHL,147.5,,,,,,,
Noah Cates,NHL,NHL,147.2,,,,,,,
Eeli Tolvanen,NHL,NHL,146.5,,,,,,,
John Carlson,NHL,NHL,146.5,,,,,,,
Nick Paul,NHL,NHL,146.5,,,,,,,
Jake Neighbours,NHL,NHL,146.3,,,,,,,
Charlie Coyle,NHL,NHL,145.1,,,,,,,
Mark Stone,NHL,NHL,144.4,,,,,,,
Jonathan Marchessault,NHL,NHL,144.3,,,,,,,
Rasmus Andersson,NHL,NHL,144.1,,,,,,,
Colton Parayko,NHL,NHL,144,,,,,,,
Brad Marchand,NHL,NHL,143.8,,,,,,,
Pavel Zacha,NHL,NHL,143.6,,,,,,,
Warren Foegele,NHL,NHL,143.4,,,,,,,
Alex Laferriere,NHL,NHL,143.4,,,,,,,
Jackson LaCombe,NHL,NHL,143,,,,,,,
Jaden Schwartz,NHL,NHL,142.4,,,,,,,
Christian Dvorak,NHL,NHL,141.9,,,,,,,
William Eklund,NHL,NHL,141.1,,,,,,,
Shane Wright,NHL,NHL,140.7,,,,,,,
Noah Dobson,NHL,NHL,140.5,,,,,,,
Matt Coronato,NHL,NHL,140.4,,,,,,,
Conor Garland,NHL,NHL,140.4,,,,,,,
Matthew Tkachuk,NHL,NHL,140.1,,,,,,,
Ryan Strome,NHL,NHL,140.1,,,,,,,
Andrei Svechnikov,NHL,NHL,140,,,,,,,
Zach Hyman,NHL,NHL,139.8,,,,,,,
Kyle Palmieri,NHL,NHL,139.4,,,,,,,
Evgeni Malkin,NHL,NHL,139.1,,,,,,,
Pavel Buchnevich,NHL,NHL,138.8,,,,,,,
Brock Boeser,NHL,NHL,138.7,,,,,,,
Jack McBain,NHL,NHL,138.5,,,,,,,
Stefan Noesen,NHL,NHL,138.2,,,,,,,
Kevin Stenlund,NHL,NHL,138,,,,,,,
Nick Foligno,NHL,NHL,137.8,,,,,,,
Jake Walman,NHL,NHL,137.4,,,,,,,
Mats Zuccarello,NHL,NHL,137.4,,,,,,,
Scott Laughton,NHL,NHL,137.3,,,,,,,
Cutter Gauthier,NHL,NHL,135.1,,,,,,,
Alexander Wennberg,NHL,NHL,135.1,,,,,,,
Adam Henrique,NHL,NHL,134.3,,,,,,,
Dmitri Voronkov,NHL,NHL,134.1,,,,,,,
Cole Perfetti,NHL,NHL,133.9,,,,,,,
Patrick Kane,NHL,NHL,133.8,,,,,,,
Leo Carlsson,NHL,NHL,133.1,,,,,,,
Dougie Hamilton,NHL,NHL,133.1,,,,,,,
Neal Pionk,NHL,NHL,133.1,,,,,,,
Travis Sanheim,NHL,NHL,133,,,,,,,
Mike Matheson,NHL,NHL,132.9,,,,,,,
Ivan Barbashev,NHL,NHL,132.8,,,,,,,
Troy Terry,NHL,NHL,132.8,,,,,,,
Saquon Barkley,NFL,nflo,93.3,,,,,,,
Derrick Henry,NFL,nflo,88.7,,,,,,,
Jahmyr Gibbs,NFL,nflo,81.4,,,,,,,
Lamar Jackson,NFL,nflo,78.1,,,,,,,
Bijan Robinson,NFL,nflo,77.9,,,,,,,
Joe Burrow,NFL,nflo,77.6,,,,,,,
Ja'Marr Chase,NFL,nflo,76,,,,,,,
Josh Jacobs,NFL,nflo,70,,,,,,,
Baker Mayfield,NFL,nflo,66.6,,,,,,,
Jared Goff,NFL,nflo,65.4,,,,,,,
Josh Allen,NFL,nflo,65.3,,,,,,,
Justin Jefferson,NFL,nflo,63.2,,,,,,,
Kyren Williams,NFL,nflo,62.7,,,,,,,
Jonathan Taylor,NFL,nflo,62.1,,,,,,,
Jayden Daniels,NFL,nflo,61.9,,,,,,,
Sam Darnold,NFL,nflo,61.5,,,,,,,
De'Von Achane,NFL,nflo,59.8,,,,,,,
Aaron Jones Sr.,NFL,nflo,58.6,,,,,,,
James Cook,NFL,nflo,58.5,,,,,,,
Alvin Kamara,NFL,nflo,58.3,,,,,,,
Bucky Irving,NFL,nflo,57.9,,,,,,,
Justin Herbert,NFL,nflo,57.7,,,,,,,
James Conner,NFL,nflo,57.6,,,,,,,
Chris Boswell,NFL,nflo,57.5,,,,,,,
Chuba Hubbard,NFL,nflo,56.8,,,,,,,
Joe Mixon,NFL,nflo,56.5,,,,,,,
Chase Brown,NFL,nflo,55.2,,,,,,,
Bo Nix,NFL,nflo,55.1,,,,,,,
Geno Smith,NFL,nflo,55.1,,,,,,,
Patrick Mahomes,NFL,nflo,54.6,,,,,,,
Kyler Murray,NFL,nflo,54.5,,,,,,,
Brian Thomas Jr.,NFL,nflo,54.3,,,,,,,
Amon-Ra St. Brown,NFL,nflo,54.1,,,,,,,
Jalen Hurts,NFL,nflo,53.6,,,,,,,
Cameron Dicker,NFL,nflo,53.5,,,,,,,
Breece Hall,NFL,nflo,53.3,,,,,,,
Drake London,NFL,nflo,52.2,,,,,,,
Aaron Rodgers,NFL,nflo,51.7,,,,,,,
Brandon Aubrey,NFL,nflo,51.3,,,,,,,
Wil Lutz,NFL,nflo,50.9,,,,,,,
David Montgomery,NFL,nflo,50.6,,,,,,,
D'Andre Swift,NFL,nflo,50.5,,,,,,,
Jake Bates,NFL,nflo,50.5,,,,,,,
Najee Harris,NFL,nflo,50.4,,,,,,,
Chase McLaughlin,NFL,nflo,50.1,,,,,,,
Jason Sanders,NFL,nflo,49.7,,,,,,,
Terry McLaurin,NFL,nflo,49.6,,,,,,,
Brock Purdy,NFL,nflo,49.5,,,,,,,
Ka'imi Fairbairn,NFL,nflo,49,,,,,,,
Rico Dowdle,NFL,nflo,48.6,,,,,,,
Tony Pollard,NFL,nflo,48.1,,,,,,,
CeeDee Lamb,NFL,nflo,46.5,,,,,,,
Matthew Stafford,NFL,nflo,46.4,,,,,,,
Jaxon Smith-Njigba,NFL,nflo,46.2,,,,,,,
Malik Nabers,NFL,nflo,45.8,,,,,,,
Ladd McConkey,NFL,nflo,45.7,,,,,,,
Caleb Williams,NFL,nflo,45.4,,,,,,,
Jordan Love,NFL,nflo,45.2,,,,,,,
J.K. Dobbins,NFL,nflo,45.1,,,,,,,
George Kittle,NFL,nflo,44.6,,,,,,,
Davante Adams,NFL,nflo,44.1,,,,,,,
Brock Bowers,NFL,nflo,44,,,,,,,
C.J. Stroud,NFL,nflo,44,,,,,,,
Mike Evans,NFL,nflo,43.9,,,,,,,
Courtland Sutton,NFL,nflo,43.8,,,,,,,
Jerry Jeudy,NFL,nflo,43.8,,,,,,,
A.J. Brown,NFL,nflo,43.6,,,,,,,
Daniel Carlson,NFL,nflo,43.5,,,,,,,
Garrett Wilson,NFL,nflo,43,,,,,,,
Jameson Williams,NFL,nflo,42.9,,,,,,,
Chad Ryland,NFL,nflo,42.8,,,,,,,
Trey McBride,NFL,nflo,42.5,,,,,,,
Jason Myers,NFL,nflo,41.9,,,,,,,
Zay Flowers,NFL,nflo,41.8,,,,,,,
Tyrone Tracy Jr.,NFL,nflo,41.8,,,,,,,
Tyler Bass,NFL,nflo,41.4,,,,,,,
Tee Higgins,NFL,nflo,41.1,,,,,,,
Rachaad White,NFL,nflo,40.5,,,,,,,
Rhamondre Stevenson,NFL,nflo,40.3,,,,,,,
Nico Collins,NFL,nflo,40.2,,,,,,,
Puka Nacua,NFL,nflo,40.1,,,,,,,
Joshua Karty,NFL,nflo,39.9,,,,,,,
Matt Gay,NFL,nflo,39.8,,,,,,,
Jayden Reed,NFL,nflo,39.8,,,,,,,
Jordan Addison,NFL,nflo,39.7,,,,,,,
T.J. Watt,NFL,nfld,39.6,,,,,,,
Tyreek Hill,NFL,nflo,39.4,,,,,,,
DJ Moore,NFL,nflo,39.4,,,,,,,
Jake Elliott,NFL,nflo,39.2,,,,,,,
Cam Little,NFL,nflo,39.1,,,,,,,
Kareem Hunt,NFL,nflo,39.1,,,,,,,
Calvin Ridley,NFL,nflo,39,,,,,,,
Blake Grupe,NFL,nflo,38.6,,,,,,,
Jauan Jennings,NFL,nflo,38.5,,,,,,,
Darnell Mooney,NFL,nflo,38.5,,,,,,,
Brian Robinson Jr.,NFL,nflo,38.4,,,,,,,
Jakobi Meyers,NFL,nflo,38.4,,,,,,,
Kirk Cousins,NFL,nflo,38.3,,,,,,,
Jonnu Smith,NFL,nflo,37.8,,,,,,,
Zach Charbonnet,NFL,nflo,37.8,,,,,,,
Tua Tagovailoa,NFL,nflo,37.8,,,,,,,
Kerby Joseph,NFL,nfld,37.1,,,,,,,
DeVonta Smith,NFL,nflo,36.8,,,,,,,
DK Metcalf,NFL,nflo,36.5,,,,,,,
Justin Tucker,NFL,nflo,36.5,,,,,,,
Kenneth Walker III,NFL,nflo,36.2,,,,,,,
Brian Branch,NFL,nfld,36.1,,,,,,,
Zack Baun,NFL,nflo,35.9,,,,,,,
Marvin Harrison Jr.,NFL,nflo,35.4,,,,,,,
Byron Murphy Jr.,NFL,nfld,35,,,,,,,
Alec Pierce,NFL,nflo,35,,,,,,,
Will Reichard,NFL,nflo,34.9,,,,,,,
Andrew Van Ginkel,NFL,nfld,34.9,,,,,,,
Russell Wilson,NFL,nflo,34.7,,,,,,,
Austin Seibert,NFL,nflo,34.6,,,,,,,
Tank Bigsby,NFL,nflo,34.6,,,,,,,
Rashod Bateman,NFL,nflo,34.4,,,,,,,
Brandon McManus,NFL,nflo,34.4,,,,,,,
Marlon Humphrey,NFL,nfld,34.1,,,,,,,
Xavier McKinney,NFL,nfld,33.6,,,,,,,
Xavier Worthy,NFL,nflo,33.6,,,,,,,
Mark Andrews,NFL,nflo,33.5,,,,,,,
Nick Folk,NFL,nflo,33.4,,,,,,,
Nik Bonitto,NFL,nfld,33.2,,,,,,,
Trey Hendrickson,NFL,nfld,33.1,,,,,,,
Corey Bojorquez,NFL,nflo,33,,,,,,,
Zaire Franklin,NFL,nfld,32.9,,,,,,,
Bryce Young,NFL,nflo,32.3,,,,,,,
George Pickens,NFL,nflo,32.3,,,,,,,
Jordan Mason,NFL,nflo,32.1,,,,,,,
Quentin Johnston,NFL,nflo,32.1,,,,,,,
Frankie Luvu,NFL,nfld,32,,,,,,,
Derek Carr,NFL,nflo,31.9,,,,,,,
Javonte Williams,NFL,nflo,31.7,,,,,,,
Josh Downs,NFL,nflo,31.6,,,,,,,
Khalil Shakir,NFL,nflo,31.5,,,,,,,
Jessie Bates III,NFL,nfld,31.5,,,,,,,
Travis Kelce,NFL,nflo,31.4,,,,,,,
Lavonte David,NFL,nfld,31.3,,,,,,,
Quincy Williams,NFL,nfld,31.2,,,,,,,
Younghoe Koo,NFL,nflo,31.1,,,,,,,
Eddy Pineiro,NFL,nflo,31.1,,,,,,,
Nick Bolton,NFL,nfld,30.9,,,,,,,
Deebo Samuel Sr.,NFL,nflo,30.8,,,,,,,
Nakobe Dean,NFL,nfld,30.5,,,,,,,
Julian Love,NFL,nfld,30.5,,,,,,,
Harrison Butker,NFL,nflo,30.5,,,,,,,
Joey Slye,NFL,nflo,30.4,,,,,,,
Sam LaPorta,NFL,nflo,30.4,,,,,,,
Michael Pittman Jr.,NFL,nflo,30.3,,,,,,,
Bobby Wagner,NFL,nfld,30.3,,,,,,,
Brandon Jones,NFL,nfld,30.2,,,,,,,
Kaden Elliss,NFL,nfld,30.1,,,,,,,
T.J. Edwards,NFL,nfld,29.9,,,,,,,
Zach Ertz,NFL,nflo,29.9,,,,,,,
Robert Spillane,NFL,nfld,29.9,,,,,,,
Keenan Allen,NFL,nflo,29.6,,,,,,,
Tucker Kraft,NFL,nflo,29.6,,,,,,,
Germaine Pratt,NFL,nfld,29.6,,,,,,,
Cooper Kupp,NFL,nflo,29.5,,,,,,,
Tory Taylor,NFL,nflo,29.4,,,,,,,
Michael Dickson,NFL,nflo,29.3,,,,,,,
Nick Cross,NFL,nfld,29.3,,,,,,,
Cairo Santos,NFL,nflo,29.2,,,,,,,
Jordyn Brooks,NFL,nfld,29.2,,,,,,,
Fred Warner,NFL,nfld,29.1,,,,,,,
Myles Garrett,NFL,nfld,29.1,,,,,,,
Leonard Williams,NFL,nfld,29.1,,,,,,,
Kevin Byard III,NFL,nfld,28.8,,,,,,,
Austin Ekeler,NFL,nflo,28.8,,,,,,,
Tre'von Moehrig,NFL,nfld,28.7,,,,,,,
Jake Moody,NFL,nflo,28.6,,,,,,,
Eric Kendricks,NFL,nfld,28.3,,,,,,,
DeShon Elliott,NFL,nfld,28.2,,,,,,,
Greg Rousseau,NFL,nfld,28,,,,,,,
Travis Etienne Jr.,NFL,nflo,28,,,,,,,
Jaylen Waddle,NFL,nflo,28,,,,,,,
Jaylen Warren,NFL,nflo,27.9,,,,,,,
Tyler Allgeier,NFL,nflo,27.9,,,,,,,
Jerome Ford,NFL,nflo,27.9,,,,,,,
Tommy Townsend,NFL,nflo,27.9,,,,,,,
Ryan Stonehouse,NFL,nflo,27.8,,,,,,,
Riley Dixon,NFL,nflo,27.7,,,,,,,
Derwin James Jr.,NFL,nfld,27.7,,,,,,,
Drake Maye,NFL,nflo,27.7,,,,,,,
Alexander Mattison,NFL,nflo,27.6,,,,,,,
Pat Freiermuth,NFL,nflo,27.3,,,,,,,
Kyle Hamilton,NFL,nfld,27.3,,,,,,,
Jalen Tolbert,NFL,nflo,27.3,,,,,,,
Ray Davis,NFL,nflo,27.3,,,,,,,
C.J. Gardner-Johnson,NFL,nfld,27.2,,,,,,,
Jeremy Chinn,NFL,nfld,26.9,,,,,,,
Tank Dell,NFL,nflo,26.9,,,,,,,
Pat Surtain II,NFL,nfld,26.8,,,,,,,
JK Scott,NFL,nflo,26.8,,,,,,,
Rigoberto Sanchez,NFL,nflo,26.7,,,,,,,
Danielle Hunter,NFL,nfld,26.7,,,,,,,
Derek Stingley Jr.,NFL,nfld,26.5,,,,,,,
Budda Baker,NFL,nfld,26.4,,,,,,,
Wan'Dale Robinson,NFL,nflo,26.2,,,,,,,
Yaxel Lendeborg,CBB,CBB,184.6,,,,,,,
Ryan Kalkbrenner,CBB,CBB,171.3,,,,,,,
Bennett Stirtz,CBB,CBB,163.2,,,,,,,
Johni Broome,CBB,CBB,162.4,,,,,,,
Braden Smith,CBB,CBB,160.8,,,,,,,
Nique Clifford,CBB,CBB,160.6,,,,,,,
Kam Jones,CBB,CBB,160.4,,,,,,,
Cooper Flagg,CBB,CBB,155.5,,,,,,,
Donovan Dent,CBB,CBB,154.2,,,,,,,
Maxime Raynaud,CBB,CBB,150.5,,,,,,,
P.J. Haggerty,CBB,CBB,146.2,,,,,,,
Hunter Dickinson,CBB,CBB,145.3,,,,,,,
Eric Dixon,CBB,CBB,143.1,,,,,,,
Trey Kaufman-Renn,CBB,CBB,139,,,,,,,
Rasheer Fleming,CBB,CBB,137.9,,,,,,,
Chucky Hepburn,CBB,CBB,137.8,,,,,,,
Javon Small,CBB,CBB,136.7,,,,,,,
Max Shulga,CBB,CBB,135.9,,,,,,,
Rafael Castro,CBB,CBB,135.4,,,,,,,
Collin Murray-Boyles,CBB,CBB,135.2,,,,,,,
Kadary Richmond,CBB,CBB,135.1,,,,,,,
Micah Peavy,CBB,CBB,134.2,,,,,,,
Dawson Garcia,CBB,CBB,133.5,,,,,,,
Bruce Thornton,CBB,CBB,132.7,,,,,,,
Ryan Nembhard,CBB,CBB,132.6,,,,,,,
Norchad Omier,CBB,CBB,132.3,,,,,,,
Reed Bailey,CBB,CBB,132.1,,,,,,,
Walter Clayton Jr.,CBB,CBB,132,,,,,,,
RJ Felton,CBB,CBB,131.6,,,,,,,
Mason Falslev,CBB,CBB,130.9,,,,,,,
JT Toppin,CBB,CBB,130.2,,,,,,,
Nick Martinelli,CBB,CBB,129.9,,,,,,,
Melvin Council Jr.,CBB,CBB,129.6,,,,,,,
John Tonje,CBB,CBB,129.6,,,,,,,
Nick Davidson,CBB,CBB,128.4,,,,,,,
Derik Queen,CBB,CBB,128.3,,,,,,,
Graham Ike,CBB,CBB,128.3,,,,,,,
Zuby Ejiofor,CBB,CBB,128,,,,,,,
Samage Teel,CBB,CBB,127.4,,,,,,,
RJ Davis,CBB,CBB,126.8,,,,,,,
Danny Wolf,CBB,CBB,126.5,,,,,,,
Cooper Schwieger,CBB,CBB,126.4,,,,,,,
Darius Johnson,CBB,CBB,125.5,,,,,,,
Ja’Kobi Gillespie,CBB,CBB,125.4,,,,,,,
Zakai Zeigler,CBB,CBB,125.3,,,,,,,
Nate Bittle,CBB,CBB,125.1,,,,,,,
Nelly Junior Joseph,CBB,CBB,125,,,,,,,
Steven Ashworth,CBB,CBB,124.8,,,,,,,
Maurice Odum,CBB,CBB,124.7,,,,,,,
Ian Schieffelin,CBB,CBB,124.6,,,,,,,
Vladislav Goldin,CBB,CBB,124.6,,,,,,,
Mark Sears,CBB,CBB,124.5,,,,,,,
Keyshawn Hall,CBB,CBB,124.5,,,,,,,
Dylan Harper,CBB,CBB,124.4,,,,,,,
RJ Luis Jr.,CBB,CBB,123.9,,,,,,,
Sebastian Thomas,CBB,CBB,123.3,,,,,,,
Julian Reese,CBB,CBB,123.1,,,,,,,
Rowan Brumbaugh,CBB,CBB,123,,,,,,,
Tyson Degenhart,CBB,CBB,122,,,,,,,
Payton Sandfort,CBB,CBB,121.5,,,,,,,
Nik Graves,CBB,CBB,121.4,,,,,,,
Michael Rataj,CBB,CBB,121.3,,,,,,,
Kobe Sanders,CBB,CBB,120.8,,,,,,,
Jaland Lowe,CBB,CBB,120.5,,,,,,,
VJ Edgecombe,CBB,CBB,120.3,,,,,,,
Joshua Jefferson,CBB,CBB,120.3,,,,,,,
Stefan Todorovic,CBB,CBB,120.1,,,,,,,
Malik Thomas,CBB,CBB,120,,,,,,,
Caleb Love,CBB,CBB,120,,,,,,,
Brice Williams,CBB,CBB,119.2,,,,,,,
Robbie Avila,CBB,CBB,119.2,,,,,,,
Chaz Lanier,CBB,CBB,118.4,,,,,,,
Ace Bailey,CBB,CBB,117.8,,,,,,,
Josh Hubbard,CBB,CBB,117.7,,,,,,,
Xzayvier Brown,CBB,CBB,117.7,,,,,,,
Curtis Jones,CBB,CBB,117.7,,,,,,,
Augustas Marciulionis,CBB,CBB,117.2,,,,,,,
Tytan Anderson,CBB,CBB,116.6,,,,,,,
Kaleb Banks,CBB,CBB,116.5,,,,,,,
Asa Newell,CBB,CBB,116.3,,,,,,,
Jahmyl Telfort,CBB,CBB,116.1,,,,,,,
Jeremiah Fears,CBB,CBB,116,,,,,,,
Zach Freemantle,CBB,CBB,115.9,,,,,,,
Tre Johnson,CBB,CBB,115.8,,,,,,,
Hunter Sallis,CBB,CBB,115.6,,,,,,,
Terrence Edwards Jr.,CBB,CBB,115.5,,,,,,,
Isaiah Swope,CBB,CBB,115.4,,,,,,,
Otega Oweh,CBB,CBB,115,,,,,,,
Gibson Jimerson,CBB,CBB,114.5,,,,,,,
Ali Dibba,CBB,CBB,114.4,,,,,,,
Primo Spears,CBB,CBB,114.4,,,,,,,
Oumar Ballo,CBB,CBB,113.7,,,,,,,
Alvaro Cardenas,CBB,CBB,113.7,,,,,,,
Dain Dainja,CBB,CBB,113.5,,,,,,,
Bobby Durkin,CBB,CBB,113.5,,,,,,,
David N'Guessan,CBB,CBB,113.3,,,,,,,
Jordan Riley,CBB,CBB,113.2,,,,,,,
Mitchell Saxen,CBB,CBB,113.2,,,,,,,
Dwon Odom,CBB,CBB,113.2,,,,,,,
Sean Pedulla,CBB,CBB,113.1,,,,,,,
Chase Hunter,CBB,CBB,113,,,,,,,
Ian Martinez,CBB,CBB,112.2,,,,,,,
Carter Whitt,CBB,CBB,111.8,,,,,,,
Jonathan Pierre,CBB,CBB,111.4,,,,,,,
Alex Karaban,CBB,CBB,111.4,,,,,,,
C.J. Walker,CBB,CBB,111.2,,,,,,,
Kon Knueppel,CBB,CBB,111.2,,,,,,,
Richie Saunders,CBB,CBB,111.1,,,,,,,
Johnny Kinziger,CBB,CBB,111,,,,,,,
Josh Dix,CBB,CBB,111,,,,,,,
John Blackwell,CBB,CBB,110.8,,,,,,,
Jamir Watkins,CBB,CBB,110.7,,,,,,,
Jackie Johnson III,CBB,CBB,110.5,,,,,,,
Will Richard,CBB,CBB,110.5,,,,,,,
Baye Ndongo,CBB,CBB,110.5,,,,,,,
Duke Deen,CBB,CBB,110.5,,,,,,,
Nate Calmese,CBB,CBB,110.4,,,,,,,
LeJuan Watts,CBB,CBB,110.4,,,,,,,
Marcus Williams,CBB,CBB,110.2,,,,,,,
Lamar Washington,CBB,CBB,109.9,,,,,,,
Naithan George,CBB,CBB,109.9,,,,,,,
Ryan Conwell,CBB,CBB,109.7,,,,,,,
Baba Miller,CBB,CBB,109.4,,,,,,,
Josh Uduje,CBB,CBB,109.4,,,,,,,
Kennard Davis Jr.,CBB,CBB,109.3,,,,,,,
Alijah Martin,CBB,CBB,108.8,,,,,,,
Chase Walker,CBB,CBB,108.6,,,,,,,
Elias Ralph,CBB,CBB,108.3,,,,,,,
Obi Agbim,CBB,CBB,108.1,,,,,,,
Darrion Williams,CBB,CBB,107.9,,,,,,,
Erik Reynolds II,CBB,CBB,107.9,,,,,,,
Alex Condon,CBB,CBB,107.8,,,,,,,
Ace Baldwin Jr.,CBB,CBB,107.8,,,,,,,
Enoch Cheeks,CBB,CBB,107.7,,,,,,,
Joe Bamisile,CBB,CBB,107.7,,,,,,,
Ishmael Leggett,CBB,CBB,107.2,,,,,,,
Jamiya Neal,CBB,CBB,106.6,,,,,,,
Great Osobor,CBB,CBB,106.5,,,,,,,
Wooga Poplar,CBB,CBB,106.3,,,,,,,
J'Vonne Hadley,CBB,CBB,106.1,,,,,,,
Viktor Lakhin,CBB,CBB,106.1,,,,,,,
Malique Ewin,CBB,CBB,105.8,,,,,,,
Ethan Taylor,CBB,CBB,105.8,,,,,,,
Marcus Millender,CBB,CBB,105.5,,,,,,,
Corey McKeithan,CBB,CBB,105,,,,,,,
Amari Williams,CBB,CBB,104.8,,,,,,,
Connor Kochera,CBB,CBB,104.5,,,,,,,
Quincy Ballard,CBB,CBB,104.5,,,,,,,
Markus Burton,CBB,CBB,104.4,,,,,,,
Japhet Medor,CBB,CBB,104.4,,,,,,,
Darius Hannah,CBB,CBB,104.4,,,,,,,
All Wright,CBB,CBB,103.7,,,,,,,
Kasparas Jakucionis,CBB,CBB,103.7,,,,,,,
Coleman Hawkins,CBB,CBB,103.7,,,,,,,
David Joplin,CBB,CBB,103.6,,,,,,,
Paulius Murauskas,CBB,CBB,102.6,,,,,,,
Andrej Stojakovic,CBB,CBB,102.3,,,,,,,
Matt Cross,CBB,CBB,102.1,,,,,,,
Jaylen Blakes,CBB,CBB,102,,,,,,,
Mark Mitchell,CBB,CBB,102,,,,,,,
Matthew Cleveland,CBB,CBB,101.9,,,,,,,
Tyrese Hunter,CBB,CBB,101.5,,,,,,,
Cam Carter,CBB,CBB,101.3,,,,,,,
Cameron Hildreth,CBB,CBB,101.3,,,,,,,
Tre Donaldson,CBB,CBB,101.3,,,,,,,
L.J. Cryer,CBB,CBB,101.3,,,,,,,
Tre Carroll,CBB,CBB,101.3,,,,,,,
Boubacar Coulibaly,CBB,CBB,100.8,,,,,,,
Jalen Haynes,CBB,CBB,100.5,,,,,,,
Rahsool Diggins,CBB,CBB,99.8,,,,,,,
Devin McGlockton,CBB,CBB,99.8,,,,,,,
Arthur Kaluma,CBB,CBB,99.7,,,,,,,
Austin Rapp,CBB,CBB,99.6,,,,,,,
Max Mackinnon,CBB,CBB,99.5,,,,,,,
Jevon Porter,CBB,CBB,99.3,,,,,,,
KeShawn Murphy,CBB,CBB,99.3,,,,,,,
Steve Settle III,CBB,CBB,99.2,,,,,,,
Jalon Moore,CBB,CBB,98.9,,,,,,,
Damarco Minor,CBB,CBB,98.8,,,,,,,
Solo Ball,CBB,CBB,98.8,,,,,,,
Thomas Sorber,CBB,CBB,98.8,,,,,,,
Jaeden Zackery,CBB,CBB,98.8,,,,,,,
Dalton Banks,CBB,CBB,98.8,,,,,,,
Chad Baker-Mazara,CBB,CBB,98.7,,,,,,,
Milos Uzan,CBB,CBB,98.4,,,,,,,
Grant Nelson,CBB,CBB,98.3,,,,,,,
Tarris Reed Jr.,CBB,CBB,98.2,,,,,,,
Stevie Mitchell,CBB,CBB,98.2,,,,,,,
Tomislav Ivisic,CBB,CBB,98.1,,,,,,,
Isaac McKneely,CBB,CBB,98,,,,,,,
Tayshawn Comer,CBB,CBB,97.9,,,,,,,
Chance Moore,CBB,CBB,97.8,,,,,,,
Miles Byrd,CBB,CBB,97.5,,,,,,,
Zeke Mayo,CBB,CBB,97.5,,,,,,,
Desmond Claude,CBB,CBB,97.5,,,,,,,
Eddie Lampkin Jr.,CBB,CBB,97.5,,,,,,,
